,do,da,dz,db,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,8,0.5,0,1.7190709114074707,0.9548272490501404,0.008455554023385048,1.0553021430969238
1,128,8,2,8,0.5,1000,0.12211259454488754,0.7783280611038208,0.019569868221879005,1.0255053043365479
2,128,8,2,8,0.5,2000,0.07551074028015137,0.7473262548446655,0.6760287880897522,1.0670047998428345
3,128,8,2,8,0.5,3000,0.07527665793895721,0.7678638100624084,0.8337816596031189,1.0348389148712158
4,128,8,2,8,0.5,4000,0.07236499339342117,0.8052971363067627,0.8344270586967468,0.9554646611213684
5,128,8,2,8,0.5,5000,0.06478998810052872,0.7250847220420837,0.8513851165771484,0.9896824955940247
6,128,8,2,8,0.5,6000,0.06295399367809296,0.7268456816673279,0.8740635514259338,0.967941164970398
7,128,8,2,8,0.5,7000,0.06674076616764069,0.797866702079773,0.8560154438018799,0.956933856010437
8,128,8,2,8,0.5,8000,0.0707823783159256,0.8667861223220825,0.8616761565208435,0.974503219127655
9,128,8,2,8,0.5,9000,0.061430156230926514,0.7261369824409485,0.8582170605659485,0.9959720969200134
10,128,8,2,8,0.5,10000,0.06478624790906906,0.7724165320396423,0.8545408248901367,1.0416967868804932
11,128,8,2,8,0.5,11000,0.062229182571172714,0.7227727770805359,0.875383734703064,1.031151294708252
12,128,8,2,8,0.5,12000,0.061780545860528946,0.6967570781707764,0.8781606554985046,1.0495367050170898
13,128,8,2,8,0.5,13000,0.06572049856185913,0.7561042904853821,0.8772933483123779,1.0886716842651367
14,128,8,2,8,0.5,14000,0.06194254755973816,0.7193442583084106,0.8873986005783081,1.0419154167175293
15,128,8,2,8,0.5,15000,0.05748150870203972,0.6578050851821899,0.8685146570205688,0.9899197220802307
16,128,8,2,8,0.5,16000,0.06381555646657944,0.749102771282196,0.8606647253036499,1.0146620273590088
17,128,8,2,8,0.5,17000,0.0634913370013237,0.7496792078018188,0.881688117980957,0.9906827807426453
18,128,8,2,8,0.5,18000,0.062006253749132156,0.7327879667282104,0.900626540184021,1.027589201927185
19,128,8,2,8,0.5,19000,0.06428748369216919,0.7595977187156677,0.8813721537590027,1.0110434293746948
20,128,8,2,8,0.5,20000,0.06362242251634598,0.7791669368743896,0.879432737827301,0.9485340714454651
21,128,8,2,8,0.5,21000,0.06663484126329422,0.8247338533401489,0.8776904940605164,0.924981415271759
22,128,8,2,8,0.5,22000,0.06225881353020668,0.7631772756576538,0.8653368949890137,0.9255986213684082
23,128,8,2,8,0.5,23000,0.06971514970064163,0.8460856080055237,0.8632853031158447,1.0637112855911255
24,128,8,2,8,0.5,24000,0.06085248291492462,0.729327917098999,0.8799060583114624,0.9216019511222839
25,128,8,2,8,0.5,25000,0.06569703668355942,0.7564939856529236,0.8652260303497314,1.072534203529358
26,128,8,2,8,0.5,26000,0.06436961889266968,0.7742154598236084,0.8869011402130127,0.9884702563285828
27,128,8,2,8,0.5,27000,0.06745195388793945,0.8049148321151733,0.8980329036712646,0.96038818359375
28,128,8,2,8,0.5,28000,0.06522540003061295,0.7773533463478088,0.8961337804794312,1.0180944204330444
29,128,8,2,8,0.5,29000,0.06653814017772675,0.7743943929672241,0.8781843185424805,1.0152636766433716
30,128,8,2,8,0.5,30000,0.06403293460607529,0.7525873780250549,0.8695918321609497,0.9946062564849854
31,128,8,2,8,0.5,31000,0.06602949649095535,0.7888047695159912,0.8727352619171143,1.0223388671875
32,128,8,2,8,0.5,32000,0.0654558390378952,0.7802889943122864,0.881316065788269,0.9969406723976135
33,128,8,2,8,0.5,33000,0.07126496732234955,0.8664166927337646,0.8809258937835693,1.0645369291305542
34,128,8,2,8,0.5,34000,0.06133688613772392,0.7151704430580139,0.887178361415863,0.9975615739822388
35,128,8,2,8,0.5,35000,0.061200112104415894,0.7375100255012512,0.8691163659095764,0.9308021664619446
36,128,8,2,8,0.5,36000,0.0640159547328949,0.7758675217628479,0.8679748773574829,0.9026288986206055
37,128,8,2,8,0.5,37000,0.06929629296064377,0.8438244462013245,0.8852711915969849,1.0061594247817993
38,128,8,2,8,0.5,38000,0.06678455322980881,0.820568323135376,0.8677185773849487,0.9779598712921143
39,128,8,2,8,0.5,39000,0.06388553977012634,0.7637476921081543,0.8817982077598572,0.9538646936416626
40,128,8,2,8,0.5,40000,0.06644120812416077,0.7925024032592773,0.8650264739990234,0.9335828423500061
41,128,8,3,8,0.5,0,1.582455039024353,0.9124282598495483,0.004636374767869711,1.0318373441696167
42,128,8,3,8,0.5,1000,0.11013558506965637,0.6989775896072388,0.03243773430585861,0.9756766557693481
43,128,8,3,8,0.5,2000,0.0715835839509964,0.6578994393348694,0.7677856683731079,1.0390779972076416
44,128,8,3,8,0.5,3000,0.07190177589654922,0.7106664180755615,0.8462278246879578,1.04192054271698
45,128,8,3,8,0.5,4000,0.06043528765439987,0.6011189818382263,0.8572831153869629,0.9931129217147827
46,128,8,3,8,0.5,5000,0.05635817348957062,0.5941668152809143,0.8591995239257812,1.052401065826416
47,128,8,3,8,0.5,6000,0.05693274736404419,0.6463664174079895,0.8477553725242615,1.0362653732299805
48,128,8,3,8,0.5,7000,0.05316619575023651,0.616912841796875,0.8739206194877625,0.9524024724960327
49,128,8,3,8,0.5,8000,0.055023983120918274,0.6372708082199097,0.8709683418273926,0.9964513778686523
50,128,8,3,8,0.5,9000,0.05464669317007065,0.6270357966423035,0.8922397494316101,0.9834240674972534
51,128,8,3,8,0.5,10000,0.053808435797691345,0.6215174794197083,0.8850191235542297,0.9535355567932129
52,128,8,3,8,0.5,11000,0.058569665998220444,0.6906523704528809,0.8675613403320312,0.9797177910804749
53,128,8,3,8,0.5,12000,0.05279606580734253,0.59257572889328,0.8811133503913879,0.9545558094978333
54,128,8,3,8,0.5,13000,0.056686654686927795,0.6621423363685608,0.8781599998474121,0.9254041910171509
55,128,8,3,8,0.5,14000,0.05215838924050331,0.5961635112762451,0.8920843601226807,1.0263311862945557
56,128,8,3,8,0.5,15000,0.056637320667505264,0.6431690454483032,0.8841738700866699,1.0518254041671753
57,128,8,3,8,0.5,16000,0.056624069809913635,0.6611301302909851,0.8818917870521545,0.9816300868988037
58,128,8,3,8,0.5,17000,0.056405309587717056,0.6489333510398865,0.8949105143547058,0.999632716178894
59,128,8,3,8,0.5,18000,0.05400284379720688,0.6351470947265625,0.8856365084648132,0.9062528610229492
60,128,8,3,8,0.5,19000,0.054663341492414474,0.6420600414276123,0.8729833960533142,0.9517297148704529
61,128,8,3,8,0.5,20000,0.056454602628946304,0.6776924133300781,0.8829241991043091,0.893749475479126
62,128,8,3,8,0.5,21000,0.055097728967666626,0.6346668004989624,0.8826984167098999,0.952464759349823
63,128,8,3,8,0.5,22000,0.05587908625602722,0.6309044361114502,0.8878300786018372,1.030741810798645
64,128,8,3,8,0.5,23000,0.05359743535518646,0.6261722445487976,0.8834258913993835,0.9784151911735535
65,128,8,3,8,0.5,24000,0.05518918111920357,0.6138664484024048,0.8696798086166382,1.0153131484985352
66,128,8,3,8,0.5,25000,0.05559729039669037,0.648921549320221,0.8799874186515808,0.9881651997566223
67,128,8,3,8,0.5,26000,0.05604662746191025,0.6537491679191589,0.8795292377471924,0.9338502883911133
68,128,8,3,8,0.5,27000,0.05750912055373192,0.6781820058822632,0.8925768136978149,0.9797422289848328
69,128,8,3,8,0.5,28000,0.055735085159540176,0.6717579364776611,0.8837165832519531,0.8989090919494629
70,128,8,3,8,0.5,29000,0.05671167001128197,0.6498165726661682,0.8865348696708679,0.9688836336135864
71,128,8,3,8,0.5,30000,0.05959552526473999,0.7226697206497192,0.8830577731132507,0.9729915857315063
72,128,8,3,8,0.5,31000,0.05305405333638191,0.6207363605499268,0.8995786905288696,0.8966846466064453
73,128,8,3,8,0.5,32000,0.06096889078617096,0.7190099358558655,0.8873699307441711,1.0756975412368774
74,128,8,3,8,0.5,33000,0.05562225729227066,0.6435508728027344,0.8875970244407654,0.9669690728187561
75,128,8,3,8,0.5,34000,0.05464841425418854,0.647853434085846,0.8899768590927124,0.9076887965202332
76,128,8,3,8,0.5,35000,0.0557296946644783,0.649823009967804,0.9016184210777283,0.9570918679237366
77,128,8,3,8,0.5,36000,0.05556367710232735,0.6166508197784424,0.892357587814331,1.0290576219558716
78,128,8,3,8,0.5,37000,0.05804561823606491,0.664412260055542,0.8634968996047974,1.063204050064087
79,128,8,3,8,0.5,38000,0.049247633665800095,0.5463334918022156,0.8700807094573975,0.966532826423645
80,128,8,3,8,0.5,39000,0.0487968809902668,0.5520530939102173,0.8812768459320068,0.9821147918701172
81,128,8,3,8,0.5,40000,0.052745383232831955,0.6108742952346802,0.8757755756378174,0.9189751148223877
82,128,8,4,8,0.5,0,1.6300444602966309,0.881458044052124,0.008578679524362087,0.9260565042495728
83,128,8,4,8,0.5,1000,0.10403452068567276,0.5897204279899597,0.056478336453437805,0.9231563806533813
84,128,8,4,8,0.5,2000,0.0719197541475296,0.5630265474319458,0.7972406148910522,1.002236008644104
85,128,8,4,8,0.5,3000,0.06657285988330841,0.5725416541099548,0.8347916007041931,1.0040397644042969
86,128,8,4,8,0.5,4000,0.0571310855448246,0.5438719987869263,0.83402419090271,0.8918605446815491
87,128,8,4,8,0.5,5000,0.05262655019760132,0.5384483337402344,0.8631294369697571,0.957152247428894
88,128,8,4,8,0.5,6000,0.04873301833868027,0.5131502151489258,0.8699635863304138,1.0036885738372803
89,128,8,4,8,0.5,7000,0.047636281698942184,0.50081866979599,0.8842661380767822,0.9947287440299988
90,128,8,4,8,0.5,8000,0.04650074988603592,0.48644551634788513,0.883607804775238,0.9774746894836426
91,128,8,4,8,0.5,9000,0.0491379052400589,0.5485814809799194,0.8926723003387451,0.9769773483276367
92,128,8,4,8,0.5,10000,0.04545805603265762,0.47564244270324707,0.8736039996147156,1.0046356916427612
93,128,8,4,8,0.5,11000,0.0483015775680542,0.5019725561141968,0.901469349861145,1.0563468933105469
94,128,8,4,8,0.5,12000,0.047246456146240234,0.48681920766830444,0.8874186873435974,1.0701886415481567
95,128,8,4,8,0.5,13000,0.05058174207806587,0.552155613899231,0.9202740788459778,0.9990696907043457
96,128,8,4,8,0.5,14000,0.045476797968149185,0.48723548650741577,0.9052332043647766,0.9710280895233154
97,128,8,4,8,0.5,15000,0.0461304672062397,0.49337583780288696,0.9024926424026489,0.9979647994041443
98,128,8,4,8,0.5,16000,0.04749881848692894,0.5247542858123779,0.8973271250724792,0.9422405958175659
99,128,8,4,8,0.5,17000,0.0446808859705925,0.46786776185035706,0.8924334645271301,0.9843400716781616
100,128,8,4,8,0.5,18000,0.04607614129781723,0.4945104122161865,0.9074864387512207,0.968291163444519
101,128,8,4,8,0.5,19000,0.0503302700817585,0.5348857641220093,0.8919476270675659,1.103927731513977
102,128,8,4,8,0.5,20000,0.04513988271355629,0.4684065580368042,0.8969921469688416,1.0873159170150757
103,128,8,4,8,0.5,21000,0.04482486844062805,0.48438701033592224,0.883281946182251,0.9102819561958313
104,128,8,4,8,0.5,22000,0.049655549228191376,0.5586926341056824,0.8877825736999512,0.9549450874328613
105,128,8,4,8,0.5,23000,0.046169672161340714,0.49469488859176636,0.888942539691925,1.0062569379806519
106,128,8,4,8,0.5,24000,0.048328012228012085,0.524016797542572,0.868326723575592,1.0670193433761597
107,128,8,4,8,0.5,25000,0.04742373526096344,0.4886382222175598,0.8992080688476562,1.0217647552490234
108,128,8,4,8,0.5,26000,0.04550650715827942,0.4825783967971802,0.9026262760162354,0.9972116947174072
109,128,8,4,8,0.5,27000,0.04603038728237152,0.4583350121974945,0.8974106311798096,1.018657922744751
110,128,8,4,8,0.5,28000,0.046288445591926575,0.5009543299674988,0.9079940915107727,0.966600775718689
111,128,8,4,8,0.5,29000,0.0458403043448925,0.48079290986061096,0.882764995098114,0.994238018989563
