,do,da,dz,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,4,0.0,0,0.27964839339256287,0.9876522421836853,0.9697886109352112,1.0
1,128,8,4,0.0,1000,0.03450798988342285,0.499896764755249,0.9999122023582458,1.0
2,128,8,4,0.0,2000,0.03127343952655792,0.5003591775894165,1.0001856088638306,1.0
3,128,8,4,0.0,3000,0.0312429778277874,0.49995288252830505,1.0004717111587524,1.0
4,128,8,4,0.0,4000,0.03118428774178028,0.4990251958370209,1.0009338855743408,1.0
5,128,8,4,0.0,5000,0.031116507947444916,0.4979167878627777,1.0006752014160156,1.0
6,128,8,4,0.0,6000,0.03138487786054611,0.5021706819534302,1.0005509853363037,1.0
7,128,8,4,0.0,7000,0.03147033974528313,0.5035094618797302,1.0003750324249268,1.0
8,128,8,4,0.0,8000,0.031234929338097572,0.49975597858428955,0.9999783039093018,1.0
9,128,8,4,0.0,9000,0.031170200556516647,0.4987249970436096,1.0002412796020508,1.0
10,128,8,4,0.0,10000,0.0313020795583725,0.5008620023727417,0.9996537566184998,1.0
11,128,8,6,0.0,0,0.29431745409965515,0.9801504015922546,0.9548154473304749,1.0
12,128,8,6,0.0,1000,0.016979387030005455,0.25084951519966125,0.9996097087860107,1.0
13,128,8,6,0.0,2000,0.015635903924703598,0.25019609928131104,0.9997910857200623,1.0
14,128,8,6,0.0,3000,0.015561314299702644,0.24899645149707794,1.0005006790161133,1.0
15,128,8,6,0.0,4000,0.01565631851553917,0.2505287826061249,1.000585675239563,1.0
16,128,8,6,0.0,5000,0.015698915347456932,0.25115907192230225,0.9999120235443115,1.0
17,128,8,6,0.0,6000,0.015582378022372723,0.24931351840496063,0.9999967217445374,1.0
18,128,8,6,0.0,7000,0.015654096379876137,0.25049641728401184,0.9998260736465454,1.0
19,128,8,6,0.0,8000,0.0156694408506155,0.2507120966911316,1.0003479719161987,1.0
20,128,8,6,0.0,9000,0.015738215297460556,0.25177809596061707,1.000054121017456,1.0
21,128,8,6,0.0,10000,0.015605597756803036,0.2496999055147171,1.000300407409668,1.0
22,128,8,8,0.0,0,0.2842189371585846,0.9637407064437866,0.9397692084312439,1.0
23,128,8,8,0.0,1000,0.00035071716411039233,2.720250222409959e-06,0.9995942711830139,1.0
24,128,8,8,0.0,2000,2.750551730823503e-10,9.047274648205095e-13,1.0005550384521484,1.0
25,128,8,8,0.0,3000,7.574497263131488e-14,1.644846097433733e-13,1.0004076957702637,1.0
26,128,8,8,0.0,4000,4.686905025327523e-14,2.65639221730396e-09,1.0001112222671509,1.0
27,128,8,8,0.0,5000,1.2285228194741649e-06,1.970255107153207e-05,0.9995317459106445,1.0
28,128,8,8,0.0,6000,1.1528384675330017e-05,0.0001829781976994127,0.9993450045585632,1.0
29,128,8,8,0.0,7000,7.910516615083907e-06,0.00012458850687835366,1.0000137090682983,1.0
30,128,8,8,0.0,8000,2.498658432159573e-05,0.00038232962833717465,1.000471830368042,1.0
31,128,8,8,0.0,9000,1.5166494449658785e-05,0.0002335091558052227,1.000514030456543,1.0
32,128,8,8,0.0,10000,1.975626582861878e-05,0.0002941627171821892,1.0004963874816895,1.0
33,128,8,10,0.0,0,0.2878113389015198,0.9631393551826477,0.9243842959403992,1.0
34,128,8,10,0.0,1000,2.275731958434335e-06,2.176039437529198e-08,1.0009349584579468,1.0
35,128,8,10,0.0,2000,7.610395874688841e-14,1.1123601903950328e-13,0.9999658465385437,1.0
36,128,8,10,0.0,3000,3.9061937414036976e-14,1.7375231570367078e-13,1.0005500316619873,1.0
37,128,8,10,0.0,4000,3.2499681792324056e-14,1.9922186567100653e-08,1.0007375478744507,1.0
38,128,8,10,0.0,5000,1.5387027763047456e-10,1.0700937025376334e-08,1.0004149675369263,1.0
39,128,8,10,0.0,6000,2.3555764983029803e-07,3.1231904813466826e-06,1.0000898838043213,1.0
40,128,8,10,0.0,7000,2.437117245790432e-06,3.216274853912182e-05,1.000110149383545,1.0
41,128,8,10,0.0,8000,7.57130374040571e-06,0.00010333015234209597,1.0002038478851318,1.0
42,128,8,10,0.0,9000,1.7990172636928037e-05,0.0002454030327498913,0.9997075200080872,1.0
43,128,8,10,0.0,10000,2.520652924431488e-05,0.00035388453397899866,0.9998644590377808,1.0
44,128,8,12,0.0,0,0.27729469537734985,0.9637962579727173,0.909288227558136,1.0
45,128,8,12,0.0,1000,7.465665419204015e-09,2.1191845500645456e-10,1.0001087188720703,1.0
46,128,8,12,0.0,2000,3.9623323746422814e-14,9.144466732230114e-14,1.0003526210784912,1.0
47,128,8,12,0.0,3000,2.2334427533863936e-14,1.4598447505096562e-13,1.0000288486480713,1.0
48,128,8,12,0.0,4000,2.5487134985521277e-14,6.838607458092838e-09,1.0004596710205078,1.0
49,128,8,12,0.0,5000,2.9796956013683484e-08,2.403679957296845e-07,1.0002493858337402,1.0
50,128,8,12,0.0,6000,4.302645720599685e-06,3.97352414438501e-05,1.0002374649047852,1.0
51,128,8,12,0.0,7000,1.6374026017729193e-05,0.00018151609401684254,1.0005027055740356,1.0
52,128,8,12,0.0,8000,1.0992950592481066e-05,0.00013468752149492502,0.9999328255653381,1.0
53,128,8,12,0.0,9000,1.0170967470912728e-05,0.00013802677858620882,1.0007290840148926,1.0
54,128,8,12,0.0,10000,1.258178599528037e-05,0.00015767879085615277,1.0000228881835938,1.0
55,128,8,14,0.0,0,0.28873828053474426,0.9463237524032593,0.8945276737213135,1.0
56,128,8,14,0.0,1000,8.796625650120404e-09,1.6590860629772664e-10,1.0006159543991089,1.0
57,128,8,14,0.0,2000,2.962691534160247e-14,8.388748680074332e-14,0.9997369647026062,1.0
58,128,8,14,0.0,3000,1.8488796309375742e-14,1.5905266199153084e-13,1.0001370906829834,1.0
59,128,8,14,0.0,4000,2.7671488960889085e-14,3.940425763460098e-09,1.0008492469787598,1.0
60,128,8,14,0.0,5000,1.958608564223141e-08,2.165528201203415e-07,1.0006722211837769,1.0
61,128,8,14,0.0,6000,4.297387022234034e-06,2.4516812118235976e-05,1.0008304119110107,1.0
62,128,8,14,0.0,7000,1.7497855878900737e-05,0.0001458584883948788,0.999767005443573,1.0
63,128,8,14,0.0,8000,1.3936196410213597e-05,0.00016855433932505548,0.9998177886009216,1.0
64,128,8,14,0.0,9000,1.8033088053925894e-05,0.00022547812841366976,1.0000172853469849,1.0
65,128,8,14,0.0,10000,2.122851765307132e-05,0.0002644600172061473,1.0006256103515625,1.0
66,128,8,16,0.0,0,0.26679760217666626,0.9236817359924316,0.8807194828987122,1.0
67,128,8,16,0.0,1000,1.5205149639374582e-11,1.7466299673946084e-12,1.0006681680679321,1.0
68,128,8,16,0.0,2000,2.6245432761221217e-14,1.353214957623694e-13,1.0008020401000977,1.0
69,128,8,16,0.0,3000,1.9745410344208965e-14,2.1273308364443827e-13,1.0000721216201782,1.0
70,128,8,16,0.0,4000,3.214762440625907e-14,1.755055052399257e-07,1.0004206895828247,1.0
71,128,8,16,0.0,5000,0.00011176740372320637,0.0005550052737817168,0.9986351728439331,1.0
72,128,8,16,0.0,6000,1.942126255016774e-05,0.0001965230912901461,1.0001423358917236,1.0
73,128,8,16,0.0,7000,2.7313151804264635e-05,0.0002344174135942012,0.9997566938400269,1.0
74,128,8,16,0.0,8000,1.612511186976917e-05,0.00019038375467061996,0.9999617338180542,1.0
75,128,8,16,0.0,9000,1.5058920325827785e-05,0.00019288570911157876,1.0001764297485352,1.0
76,128,8,16,0.0,10000,6.7689620664168615e-06,8.487959712510929e-05,1.000930666923523,1.0
77,128,8,4,0.1,0,0.3148099482059479,0.9812565445899963,0.9703271985054016,1.0014264844357965
78,128,8,4,0.1,1000,0.03614068031311035,0.5014920830726624,1.0000789165496826,1.001766975969076
79,128,8,4,0.1,2000,0.031386926770210266,0.5020610690116882,1.000915288925171,1.0017529129981992
80,128,8,4,0.1,3000,0.03127221018075943,0.5003832578659058,0.9994886517524719,1.0013846680521963
81,128,8,4,0.1,4000,0.03121408261358738,0.4995030462741852,1.0005645751953125,1.000971160829067
82,128,8,4,0.1,5000,0.031312987208366394,0.5010530352592468,1.0005508661270142,1.0012471117079256
83,128,8,4,0.1,6000,0.03129441291093826,0.5007220506668091,1.0006262063980103,1.0010744445025919
84,128,8,4,0.1,7000,0.03123260661959648,0.49982577562332153,0.9999145865440369,1.001408603042364
85,128,8,4,0.1,8000,0.031386055052280426,0.5022302865982056,1.0005451440811157,1.0017152875661848
86,128,8,4,0.1,9000,0.031304966658353806,0.500904381275177,0.9992265105247498,1.0011774487793443
87,128,8,4,0.1,10000,0.031246619299054146,0.500004768371582,1.0001070499420166,1.0011306963860986
88,128,8,6,0.1,0,0.27861008048057556,0.9732733368873596,0.9547266960144043,1.0025007650256155
89,128,8,6,0.1,1000,0.016276923939585686,0.25120842456817627,0.9999269247055054,1.0021508671343324
90,128,8,6,0.1,2000,0.015735765919089317,0.2518036961555481,0.9996229410171509,1.0024418123066423
91,128,8,6,0.1,3000,0.01561695709824562,0.2499205321073532,0.9998027086257935,1.002243999391794
92,128,8,6,0.1,4000,0.015719082206487656,0.2515544593334198,1.0004459619522095,1.0018741711974142
93,128,8,6,0.1,5000,0.0156712606549263,0.2507757842540741,1.0001939535140991,1.0019291192293165
94,128,8,6,0.1,6000,0.0156259648501873,0.25002095103263855,0.9999207258224487,1.0008859448134897
95,128,8,6,0.1,7000,0.015599271282553673,0.24959832429885864,1.0003665685653687,1.0018607601523397
96,128,8,6,0.1,8000,0.015624938532710075,0.2500070333480835,0.9998013973236084,1.0024872608482835
97,128,8,6,0.1,9000,0.015643710270524025,0.25029703974723816,1.0000487565994263,1.0014133527874944
98,128,8,6,0.1,10000,0.015648698434233665,0.2503686845302582,0.9998301267623901,1.0026787407696245
99,128,8,8,0.1,0,0.27716803550720215,0.9727927446365356,0.9400951266288757,1.003383472561836
