,do,da,dz,db,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
33,128,8,5,8,0.5,0,0.291788250207901,0.9259641170501709,0.9621158242225647,0.05756311118602753
34,128,8,5,8,0.5,1000,0.04033400118350983,0.3924242854118347,0.9990973472595215,0.0632079541683197
35,128,8,5,8,0.5,2000,0.039620690047740936,0.4143282473087311,0.9867436289787292,0.06198786571621895
36,128,8,5,8,0.5,3000,0.03690089285373688,0.3873043656349182,1.0040515661239624,0.05925906449556351
37,128,8,5,8,0.5,4000,0.04124685376882553,0.43370288610458374,1.006723403930664,0.06403136253356934
38,128,8,5,8,0.5,5000,0.03772519901394844,0.40060529112815857,0.9927747249603271,0.05968290939927101
39,128,8,5,8,0.5,6000,0.038653817027807236,0.41722631454467773,0.9791692495346069,0.05864769220352173
40,128,8,5,8,0.5,7000,0.03901604562997818,0.41003161668777466,1.0112929344177246,0.0621025525033474
41,128,8,5,8,0.5,8000,0.03829791769385338,0.39846059679985046,0.999430239200592,0.06293465197086334
42,128,8,5,8,0.5,9000,0.03761333227157593,0.37768587470054626,1.0192073583602905,0.06511794775724411
43,128,8,5,8,0.5,10000,0.040068503469228745,0.4385535418987274,0.994600772857666,0.05994990095496178
44,128,8,6,8,0.5,0,0.29722315073013306,0.9210202693939209,0.9577957391738892,0.060666121542453766
45,128,8,6,8,0.5,1000,0.028421638533473015,0.2626933753490448,0.9921678900718689,0.05469971522688866
46,128,8,6,8,0.5,2000,0.027840174734592438,0.23352712392807007,1.009791374206543,0.061672382056713104
47,128,8,6,8,0.5,3000,0.028713436797261238,0.26409852504730225,1.0007119178771973,0.05791764706373215
48,128,8,6,8,0.5,4000,0.02820189669728279,0.2573574185371399,0.9953010678291321,0.05734383687376976
49,128,8,6,8,0.5,5000,0.030215563252568245,0.270873486995697,1.015613317489624,0.062490105628967285
50,128,8,6,8,0.5,6000,0.030704040080308914,0.282937616109848,1.0037661790847778,0.061022642999887466
51,128,8,6,8,0.5,7000,0.029345987364649773,0.24438714981079102,0.9900998473167419,0.06707941740751266
52,128,8,6,8,0.5,8000,0.029612574726343155,0.2669507563114166,1.0110286474227905,0.06221751123666763
53,128,8,6,8,0.5,9000,0.030220555141568184,0.2742680609226227,0.9896972179412842,0.06352830678224564
54,128,8,6,8,0.5,10000,0.030795831233263016,0.28860342502593994,0.9991750717163086,0.060288574546575546
55,128,8,7,8,0.5,0,0.30736401677131653,0.9906967878341675,0.9532493352890015,0.05968251824378967
56,128,8,7,8,0.5,1000,0.021523823961615562,0.1199842020869255,1.0117197036743164,0.06086086109280586
57,128,8,7,8,0.5,2000,0.021520480513572693,0.14722925424575806,1.0027960538864136,0.0586358979344368
58,128,8,7,8,0.5,3000,0.023196281865239143,0.16102460026741028,0.9942764043807983,0.06259859353303909
59,128,8,7,8,0.5,4000,0.019258778542280197,0.11399804800748825,0.9999731779098511,0.058871179819107056
60,128,8,7,8,0.5,5000,0.022876104339957237,0.16569280624389648,1.0064700841903687,0.05999765545129776
61,128,8,7,8,0.5,6000,0.02313849702477455,0.15814702212810516,0.9977889060974121,0.06309409439563751
62,128,8,7,8,0.5,7000,0.020737309008836746,0.1272841840982437,0.976772129535675,0.060803793370723724
63,128,8,7,8,0.5,8000,0.02231883630156517,0.15479810535907745,0.9894866943359375,0.06106099113821983
64,128,8,7,8,0.5,9000,0.022671177983283997,0.1632353961467743,0.9927468299865723,0.05891375243663788
65,128,8,7,8,0.5,10000,0.023421185091137886,0.15898415446281433,0.996665358543396,0.06374343484640121
66,128,8,8,8,0.5,0,0.3130698502063751,1.00791335105896,0.9623825550079346,0.0628863275051117
67,128,8,8,8,0.5,1000,0.014244654215872288,0.03194981813430786,0.9967336058616638,0.05965010076761246
68,128,8,8,8,0.5,2000,0.014855105429887772,0.02850738912820816,0.9887068271636963,0.06359714269638062
69,128,8,8,8,0.5,3000,0.014808960258960724,0.02865281142294407,1.0101886987686157,0.0635661780834198
70,128,8,8,8,0.5,4000,0.014938782900571823,0.03259223699569702,0.9917057752609253,0.06445261836051941
71,128,8,8,8,0.5,5000,0.013123301789164543,0.025443216785788536,0.9804902076721191,0.05588725581765175
72,128,8,8,8,0.5,6000,0.015250672586262226,0.028123514726758003,0.9900545477867126,0.0649193674325943
73,128,8,8,8,0.5,7000,0.013896079733967781,0.027777019888162613,0.9990140199661255,0.059413183480501175
74,128,8,8,8,0.5,8000,0.014304553158581257,0.028896672651171684,1.0039935111999512,0.06100165843963623
75,128,8,8,8,0.5,9000,0.01382641401141882,0.027388278394937515,0.9866542816162109,0.05903347209095955
76,128,8,8,8,0.5,10000,0.014113754034042358,0.02854730933904648,1.0074717998504639,0.060301437973976135
77,128,8,9,8,0.5,0,0.2968258261680603,0.9751029014587402,0.9324743747711182,0.0656421035528183
78,128,8,9,8,0.5,1000,0.013868316076695919,0.025310050696134567,1.0071674585342407,0.055069442838430405
79,128,8,9,8,0.5,2000,0.012501024641096592,0.024974318221211433,1.0140446424484253,0.05361172556877136
80,128,8,9,8,0.5,3000,0.012157393619418144,0.022885911166667938,0.9931867122650146,0.051816970109939575
81,128,8,9,8,0.5,4000,0.012311337515711784,0.02694733627140522,1.0158543586730957,0.05344178527593613
82,128,8,9,8,0.5,5000,0.011462653055787086,0.02616691030561924,0.98466557264328,0.04943694546818733
83,128,8,9,8,0.5,6000,0.012306427583098412,0.027827946469187737,1.005306601524353,0.05323231592774391
84,128,8,9,8,0.5,7000,0.012619316577911377,0.028133809566497803,1.001977801322937,0.05444980040192604
85,128,8,9,8,0.5,8000,0.012356721796095371,0.0284525528550148,0.9732088446617126,0.05388070270419121
86,128,8,9,8,0.5,9000,0.012553159147500992,0.028045520186424255,0.9970967173576355,0.05391836538910866
87,128,8,9,8,0.5,10000,0.011876481585204601,0.027035802602767944,1.0017110109329224,0.051327407360076904
88,128,8,10,8,0.5,0,0.32285013794898987,0.9724200367927551,0.9081950187683105,0.06299159675836563
89,128,8,10,8,0.5,1000,0.013319922611117363,0.02169300615787506,0.9905126094818115,0.04889753833413124
90,128,8,10,8,0.5,2000,0.010869774967432022,0.02014210820198059,1.004953145980835,0.04631365090608597
91,128,8,10,8,0.5,3000,0.01082487590610981,0.023885246366262436,1.0052965879440308,0.04682065173983574
92,128,8,10,8,0.5,4000,0.010888651944696903,0.024119919165968895,0.9894933700561523,0.046803370118141174
93,128,8,10,8,0.5,5000,0.01164426002651453,0.025572460144758224,1.0145193338394165,0.050412848591804504
94,128,8,10,8,0.5,6000,0.01061208825558424,0.022541768848896027,0.9927776455879211,0.045492954552173615
95,128,8,10,8,0.5,7000,0.010861998423933983,0.023685643449425697,0.9803571701049805,0.04691325128078461
96,128,8,10,8,0.5,8000,0.010726731270551682,0.025398241356015205,1.0036691427230835,0.04650215432047844
97,128,8,10,8,0.5,9000,0.0111158462241292,0.024432599544525146,1.008241891860962,0.04805917292833328
98,128,8,10,8,0.5,10000,0.010248868726193905,0.022340117022395134,1.0031510591506958,0.04407874494791031
99,128,8,11,8,0.5,0,0.3183625340461731,0.9776860475540161,0.9277331829071045,0.06475695967674255
100,128,8,11,8,0.5,1000,0.01031550858169794,0.01849604770541191,0.9996078610420227,0.035288870334625244
101,128,8,11,8,0.5,2000,0.009235581383109093,0.023807350546121597,0.9882404804229736,0.0402708575129509
102,128,8,11,8,0.5,3000,0.007903462275862694,0.02254505082964897,1.0245707035064697,0.034989338368177414
103,128,8,11,8,0.5,4000,0.008253690786659718,0.0243900865316391,1.0098261833190918,0.03681892156600952
104,128,8,11,8,0.5,5000,0.007909584790468216,0.02231791988015175,0.9784932732582092,0.03475330397486687
105,128,8,11,8,0.5,6000,0.008621416054666042,0.027345502749085426,0.9950227737426758,0.03873665630817413
106,128,8,11,8,0.5,7000,0.009039534255862236,0.028110649436712265,0.984534740447998,0.04022151231765747
107,128,8,11,8,0.5,8000,0.008653723634779453,0.027074046432971954,0.9971128702163696,0.038657691329717636
108,128,8,11,8,0.5,9000,0.008766019716858864,0.028460858389735222,0.9901691675186157,0.039366964250802994
109,128,8,11,8,0.5,10000,0.00749613344669342,0.025198204442858696,0.9985967874526978,0.033260174095630646
110,128,8,12,8,0.5,0,0.3067849278450012,1.0322262048721313,0.909954309463501,0.06549866497516632
111,128,8,12,8,0.5,1000,0.00991798471659422,0.010544482618570328,0.999194324016571,0.03184191882610321
112,128,8,12,8,0.5,2000,0.006608298979699612,0.011271577328443527,1.0024067163467407,0.02793792635202408
113,128,8,12,8,0.5,3000,0.007362920790910721,0.01486348919570446,1.0025925636291504,0.03142888844013214
114,128,8,12,8,0.5,4000,0.0067761363461613655,0.018027083948254585,0.9971715211868286,0.029650885611772537
115,128,8,12,8,0.5,5000,0.006828672252595425,0.019352642819285393,0.9951571822166443,0.029877062886953354
116,128,8,12,8,0.5,6000,0.00719053391367197,0.020937763154506683,1.0002607107162476,0.03189500793814659
117,128,8,12,8,0.5,7000,0.00717081967741251,0.02061511017382145,0.9978774785995483,0.03135733678936958
118,128,8,12,8,0.5,8000,0.006594694219529629,0.019089076668024063,0.986508846282959,0.028780078515410423
119,128,8,12,8,0.5,9000,0.006830375641584396,0.01921251229941845,0.997878909111023,0.030086921527981758
120,128,8,12,8,0.5,10000,0.006547595839947462,0.01957678608596325,1.0105334520339966,0.02892182394862175
121,128,8,13,8,0.5,0,0.29429054260253906,0.9760390520095825,0.890457034111023,0.059803422540426254
122,128,8,13,8,0.5,1000,0.0065726968459784985,0.007380487397313118,1.0121042728424072,0.022765718400478363
123,128,8,13,8,0.5,2000,0.0060049365274608135,0.011519478633999825,0.9851927161216736,0.025503821671009064
124,128,8,13,8,0.5,3000,0.005261977203190327,0.01402292586863041,0.9841455221176147,0.023206457495689392
125,128,8,13,8,0.5,4000,0.005055392626672983,0.01692141219973564,0.9890710115432739,0.02252490259706974
126,128,8,13,8,0.5,5000,0.005078284069895744,0.017878325656056404,1.0080362558364868,0.023132625967264175
127,128,8,13,8,0.5,6000,0.005150428973138332,0.018501587212085724,0.9817219972610474,0.023246200755238533
128,128,8,13,8,0.5,7000,0.0051385811530053616,0.01837494783103466,0.9810462594032288,0.023075466975569725
129,128,8,13,8,0.5,8000,0.0049554528668522835,0.018606681376695633,1.0177183151245117,0.021923642605543137
130,128,8,13,8,0.5,9000,0.0049994210712611675,0.018439849838614464,0.996146023273468,0.02286738157272339
131,128,8,13,8,0.5,10000,0.004767176229506731,0.01726458966732025,0.9894528985023499,0.021657006815075874
132,128,8,14,8,0.5,0,0.2880650460720062,0.9715311527252197,0.876605749130249,0.06780454516410828
133,128,8,14,8,0.5,1000,0.005762356799095869,0.00783098116517067,0.9917691946029663,0.01682521402835846
134,128,8,14,8,0.5,2000,0.003332099411636591,0.012155948206782341,1.004516839981079,0.014987429603934288
135,128,8,14,8,0.5,3000,0.002626455621793866,0.015219861641526222,1.0189083814620972,0.012923911213874817
136,128,8,14,8,0.5,4000,0.002649329137057066,0.015153752639889717,0.9805611371994019,0.012948902323842049
137,128,8,14,8,0.5,5000,0.002573612378910184,0.014828545972704887,1.0035865306854248,0.012623182497918606
138,128,8,14,8,0.5,6000,0.0027036494575440884,0.015953848138451576,1.005561351776123,0.013277210295200348
139,128,8,14,8,0.5,7000,0.0032557938247919083,0.01935957372188568,1.0126144886016846,0.01579178497195244
140,128,8,14,8,0.5,8000,0.0024691964499652386,0.014186577871441841,1.014615535736084,0.01201532781124115
141,128,8,14,8,0.5,9000,0.0026756662409752607,0.015421176329255104,1.0062671899795532,0.012926910072565079
142,128,8,14,8,0.5,10000,0.002971968147903681,0.017319299280643463,1.0009039640426636,0.014524388127028942
143,128,8,15,8,0.5,0,0.30152976512908936,0.9025166034698486,0.8853514790534973,0.060980815440416336
144,128,8,15,8,0.5,1000,0.004246958997100592,0.004035254940390587,1.0111685991287231,0.007241338957101107
145,128,8,15,8,0.5,2000,0.001497285207733512,0.00617600791156292,0.9969143271446228,0.00709997583180666
146,128,8,15,8,0.5,3000,0.001469888724386692,0.008137410506606102,0.990792989730835,0.007128738332539797
147,128,8,15,8,0.5,4000,0.00120315991807729,0.007526064291596413,1.0031442642211914,0.005937501788139343
148,128,8,15,8,0.5,5000,0.001515331445261836,0.009965757839381695,1.0186227560043335,0.007799686398357153
149,128,8,15,8,0.5,6000,0.0011009126901626587,0.00714325625449419,0.9871068000793457,0.00544123537838459
150,128,8,15,8,0.5,7000,0.0015171203995123506,0.009990525431931019,0.9796561002731323,0.0076957275159657
151,128,8,15,8,0.5,8000,0.0014346993993967772,0.009565314278006554,0.9857012033462524,0.007451391778886318
152,128,8,15,8,0.5,9000,0.0015657910844311118,0.010168883018195629,0.9874348640441895,0.0076481313444674015
153,128,8,15,8,0.5,10000,0.0015995309222489595,0.010814971290528774,0.9836145043373108,0.007854724302887917
154,128,8,16,8,0.5,0,0.28950777649879456,0.9225722551345825,0.8698617219924927,0.058528754860162735
155,128,8,16,8,0.5,1000,0.004225601442158222,0.0052086226642131805,0.9909659624099731,0.008672614581882954
156,128,8,16,8,0.5,2000,2.538992339395918e-05,2.780777208499785e-07,0.9965410828590393,1.571922751963939e-07
157,128,8,16,8,0.5,3000,1.6144802508777367e-12,2.2966372727195594e-13,1.0040565729141235,9.628410424511458e-08
158,128,8,16,8,0.5,4000,9.171771008691446e-14,9.53894629951435e-10,0.9967590570449829,8.052330002783492e-08
159,128,8,16,8,0.5,5000,4.5737244363408536e-05,0.0001764603948686272,0.9914627075195312,0.00014799280324950814
160,128,8,16,8,0.5,6000,6.20362043264322e-05,0.0003972713020630181,1.0027364492416382,0.0001633239589864388
161,128,8,16,8,0.5,7000,2.2244679712457582e-05,0.00013201120600569993,0.9881473183631897,6.791239138692617e-05
162,128,8,16,8,0.5,8000,1.8462418665876612e-05,0.00010355722770327702,1.0114853382110596,5.666492506861687e-05
163,128,8,16,8,0.5,9000,2.6330231776228175e-05,0.00023188989143818617,0.9984831809997559,5.5666372645646334e-05
164,128,8,16,8,0.5,10000,1.521445665275678e-05,0.00010889863915508613,1.010444164276123,3.453227327554487e-05
165,128,8,2,8,2.0,0,0.5185368061065674,0.9633699059486389,0.9706625938415527,0.05960638076066971
166,128,8,2,8,2.0,1000,0.2462095320224762,1.0001447200775146,1.0056391954421997,0.04600013419985771
167,128,8,2,8,2.0,2000,0.25912103056907654,0.9737365245819092,0.9757909774780273,0.05017087981104851
168,128,8,2,8,2.0,3000,0.23594655096530914,0.9088225364685059,0.9995459318161011,0.044577132910490036
169,128,8,2,8,2.0,4000,0.24149271845817566,0.9698559045791626,1.0045199394226074,0.046334993094205856
170,128,8,2,8,2.0,5000,0.25393420457839966,0.9691383242607117,0.9997512102127075,0.0496206060051918
171,128,8,2,8,2.0,6000,0.2352999746799469,0.8986458778381348,0.998727560043335,0.04538390412926674
172,128,8,2,8,2.0,7000,0.2489713579416275,1.0346170663833618,0.9810329675674438,0.04711579158902168
173,128,8,2,8,2.0,8000,0.252925306558609,0.9367820620536804,1.0004136562347412,0.05028232932090759
174,128,8,2,8,2.0,9000,0.2573900818824768,1.019391655921936,0.984513521194458,0.049634598195552826
175,128,8,2,8,2.0,10000,0.25399014353752136,0.9820808172225952,1.0026849508285522,0.04990743473172188
176,128,8,3,8,2.0,0,0.5149598121643066,1.0563939809799194,0.9723068475723267,0.05683659017086029
177,128,8,3,8,2.0,1000,0.2202901542186737,1.0243759155273438,1.0071016550064087,0.03969842940568924
178,128,8,3,8,2.0,2000,0.2228696644306183,0.9668586850166321,0.9920620322227478,0.04155602306127548
179,128,8,3,8,2.0,3000,0.2103239744901657,0.9138275980949402,1.0150737762451172,0.03925013542175293
180,128,8,3,8,2.0,4000,0.20968195796012878,0.960587739944458,0.9902888536453247,0.03884582221508026
181,128,8,3,8,2.0,5000,0.22332988679409027,0.9697298407554626,0.9955805540084839,0.042047806084156036
182,128,8,3,8,2.0,6000,0.23151260614395142,1.030177116394043,1.0267854928970337,0.043210238218307495
183,128,8,3,8,2.0,7000,0.22824059426784515,1.033941626548767,0.9862462878227234,0.04165166988968849
184,128,8,3,8,2.0,8000,0.21374838054180145,0.9005763530731201,1.0015677213668823,0.040471404790878296
185,128,8,3,8,2.0,9000,0.2110244482755661,0.9762087464332581,0.9834004640579224,0.03868069499731064
186,128,8,3,8,2.0,10000,0.20990203320980072,0.989305853843689,1.0058151483535767,0.03833339363336563
187,128,8,4,8,2.0,0,0.5400872230529785,1.0282541513442993,0.9552279710769653,0.05790526047348976
188,128,8,4,8,2.0,1000,0.19112473726272583,1.0656760931015015,1.0000030994415283,0.03242994472384453
189,128,8,4,8,2.0,2000,0.1754513382911682,0.9479057788848877,1.0055094957351685,0.030413739383220673
190,128,8,4,8,2.0,3000,0.18181093037128448,0.9739951491355896,1.0175179243087769,0.03137166053056717
191,128,8,4,8,2.0,4000,0.18585006892681122,1.0078206062316895,0.9908128380775452,0.0319877490401268
192,128,8,4,8,2.0,5000,0.17896421253681183,0.9574835300445557,0.9988902807235718,0.031012313440442085
193,128,8,4,8,2.0,6000,0.18059369921684265,0.9603459239006042,0.9859132766723633,0.031057771295309067
194,128,8,4,8,2.0,7000,0.19069139659404755,0.9792370200157166,1.0199980735778809,0.03331191837787628
195,128,8,4,8,2.0,8000,0.17540694773197174,0.9325478672981262,1.003411054611206,0.030559876933693886
196,128,8,4,8,2.0,9000,0.18928231298923492,0.9026510715484619,1.0130285024642944,0.034473299980163574
197,128,8,4,8,2.0,10000,0.17903921008110046,1.0160959959030151,1.006976842880249,0.030489277094602585
198,128,8,5,8,2.0,0,0.5287890434265137,1.053161859512329,0.9634087085723877,0.05712698772549629
199,128,8,5,8,2.0,1000,0.15707166492938995,1.0060455799102783,1.016038417816162,0.025697851553559303
200,128,8,5,8,2.0,2000,0.15128707885742188,0.9609857797622681,1.00578773021698,0.024888725951313972
201,128,8,5,8,2.0,3000,0.14767850935459137,0.9845741987228394,0.9927825927734375,0.023507503792643547
202,128,8,5,8,2.0,4000,0.14074161648750305,0.8725976943969727,0.9990358352661133,0.023174617439508438
203,128,8,5,8,2.0,5000,0.1480618417263031,0.9995455741882324,1.0056309700012207,0.02363918349146843
204,128,8,5,8,2.0,6000,0.1410696655511856,1.0327914953231812,0.9869535565376282,0.021714212372899055
205,128,8,5,8,2.0,7000,0.14275839924812317,0.9070203900337219,0.9882489442825317,0.02347254380583763
206,128,8,5,8,2.0,8000,0.13902167975902557,0.9620401859283447,1.0391566753387451,0.0216530729085207
207,128,8,5,8,2.0,9000,0.1652137190103531,1.0271475315093994,1.0067628622055054,0.027700040489435196
208,128,8,5,8,2.0,10000,0.15780331194400787,1.0513266324996948,0.9871289730072021,0.02496894635260105
209,128,8,6,8,2.0,0,0.5652610659599304,0.9917895793914795,0.9586499333381653,0.0567048154771328
210,128,8,6,8,2.0,1000,0.12139412760734558,1.009202003479004,1.014690637588501,0.016101934015750885
211,128,8,6,8,2.0,2000,0.13267038762569427,0.9919965863227844,0.9941995739936829,0.019349288195371628
212,128,8,6,8,2.0,3000,0.10264784842729568,0.9676367044448853,0.9946894645690918,0.012684602290391922
213,128,8,6,8,2.0,4000,0.12315778434276581,0.9786763787269592,0.9725461602210999,0.0179312564432621
214,128,8,6,8,2.0,5000,0.12413907051086426,0.9910345077514648,0.9916229248046875,0.017836248502135277
215,128,8,6,8,2.0,6000,0.12844982743263245,1.0576965808868408,0.9914395809173584,0.01800360344350338
216,128,8,6,8,2.0,7000,0.10576296597719193,0.8898634910583496,0.9958844780921936,0.01485985703766346
217,128,8,6,8,2.0,8000,0.11846651881933212,1.0255881547927856,0.995350182056427,0.016001088544726372
218,128,8,6,8,2.0,9000,0.11769498139619827,0.9597237706184387,1.0130503177642822,0.016302095726132393
219,128,8,6,8,2.0,10000,0.11189226806163788,0.9000237584114075,1.0020029544830322,0.0160910002887249
220,128,8,7,8,2.0,0,0.5672102570533752,1.0687015056610107,0.9443537592887878,0.053678590804338455
221,128,8,7,8,2.0,1000,0.08491059392690659,0.9793181419372559,0.9854575395584106,0.008288860321044922
222,128,8,7,8,2.0,2000,0.0880206897854805,0.9926313161849976,0.9988808631896973,0.00906641036272049
223,128,8,7,8,2.0,3000,0.09352772682905197,0.9900790452957153,1.0135327577590942,0.010343198664486408
224,128,8,7,8,2.0,4000,0.08129123598337173,0.9339910745620728,1.0070884227752686,0.008144866675138474
225,128,8,7,8,2.0,5000,0.08097141981124878,0.9129757285118103,1.0005861520767212,0.00854687113314867
226,128,8,7,8,2.0,6000,0.09147169440984726,0.9035223722457886,1.0030654668807983,0.01117501500993967
227,128,8,7,8,2.0,7000,0.09902087599039078,1.0480091571807861,0.9758438467979431,0.011059076525270939
228,128,8,7,8,2.0,8000,0.08693152666091919,0.9794881343841553,1.0156203508377075,0.00877664890140295
229,128,8,7,8,2.0,9000,0.0984642505645752,1.0690970420837402,1.013796329498291,0.010662149637937546
230,128,8,7,8,2.0,10000,0.08925805985927582,0.9145421981811523,1.0016725063323975,0.010599354282021523
231,128,8,8,8,2.0,0,0.5852980017662048,1.0957050323486328,0.9478658437728882,0.05683259293437004
232,128,8,8,8,2.0,1000,0.05692905932664871,0.9718085527420044,0.9947507381439209,0.0016443011118099093
233,128,8,8,8,2.0,2000,0.05374019593000412,0.9151288866996765,1.0143215656280518,0.0015941610326990485
234,128,8,8,8,2.0,3000,0.05604512244462967,0.9582749605178833,1.0158463716506958,0.0016805104678496718
235,128,8,8,8,2.0,4000,0.05610430985689163,0.9572992324829102,1.011702537536621,0.0017148340120911598
236,128,8,8,8,2.0,5000,0.05938855558633804,1.0180023908615112,1.0144423246383667,0.0019001176115125418
237,128,8,8,8,2.0,6000,0.055059075355529785,0.9399709701538086,1.0022895336151123,0.0017055673524737358
238,128,8,8,8,2.0,7000,0.056448355317115784,0.9562132954597473,1.0149834156036377,0.0015491446247324347
239,128,8,8,8,2.0,8000,0.052778419107198715,0.9052906036376953,1.0081794261932373,0.001566143473610282
240,128,8,8,8,2.0,9000,0.054736994206905365,0.9320014715194702,0.9993062019348145,0.0016107801347970963
241,128,8,8,8,2.0,10000,0.059151530265808105,1.0119783878326416,1.0029431581497192,0.0017589342314749956
242,128,8,9,8,2.0,0,0.557293176651001,0.9449778199195862,0.9391709566116333,0.05902348458766937
243,128,8,9,8,2.0,1000,0.049023352563381195,0.8112202286720276,0.9963094592094421,0.0010310079669579864
244,128,8,9,8,2.0,2000,0.05440367013216019,0.914817214012146,1.0001333951950073,0.0011978292604908347
245,128,8,9,8,2.0,3000,0.048309482634067535,0.8117901086807251,1.0086357593536377,0.0010566649725660682
246,128,8,9,8,2.0,4000,0.04953000321984291,0.830411434173584,0.9835848212242126,0.0011057895608246326
247,128,8,9,8,2.0,5000,0.05240779370069504,0.8756508231163025,0.9982195496559143,0.0011607505148276687
248,128,8,9,8,2.0,6000,0.049974679946899414,0.8376649618148804,0.9978122115135193,0.0012093386612832546
249,128,8,9,8,2.0,7000,0.04519277811050415,0.763931155204773,0.9972479939460754,0.0010416501900181174
250,128,8,9,8,2.0,8000,0.05006476491689682,0.8391554355621338,1.0055161714553833,0.0011223496403545141
251,128,8,9,8,2.0,9000,0.05216420069336891,0.8746720552444458,0.9929066896438599,0.0011743309441953897
252,128,8,9,8,2.0,10000,0.05192527920007706,0.8723278641700745,0.9943435788154602,0.0012304987758398056
253,128,8,10,8,2.0,0,0.5475260019302368,0.9887415170669556,0.9217770099639893,0.05484028160572052
254,128,8,10,8,2.0,1000,0.045434869825839996,0.7729088068008423,0.9920676946640015,0.001431322772987187
255,128,8,10,8,2.0,2000,0.04026864096522331,0.6941276788711548,0.9821178317070007,0.0014747937675565481
256,128,8,10,8,2.0,3000,0.04069396108388901,0.7098673582077026,1.0124714374542236,0.0016213166527450085
257,128,8,10,8,2.0,4000,0.037131406366825104,0.6496425271034241,0.9929568767547607,0.0014236501883715391
258,128,8,10,8,2.0,5000,0.03985929489135742,0.693422794342041,1.0084738731384277,0.0015952747780829668
259,128,8,10,8,2.0,6000,0.03990214318037033,0.6973046660423279,0.9960012435913086,0.001645958051085472
260,128,8,10,8,2.0,7000,0.04088926687836647,0.713251531124115,1.0297980308532715,0.0016092165606096387
261,128,8,10,8,2.0,8000,0.03952403739094734,0.6860567927360535,0.9819161891937256,0.0016163478139787912
