,do,da,dz,db,chi,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,128,0,0,1.6395552158355713,0.8691707849502563,0.9855059385299683,0.0008341826614923775
1,128,8,2,128,0,1000,0.11571324616670609,0.7808861136436462,0.9822872877120972,0.0008372976444661617
2,128,8,2,128,0,2000,0.06214239448308945,0.7697737812995911,0.9848480224609375,0.0008366777328774333
3,128,8,2,128,0,3000,0.055215589702129364,0.7632791996002197,0.9862368106842041,0.0008375825127586722
4,128,8,2,128,0,4000,0.05133337527513504,0.7478374242782593,0.9879099726676941,0.0008364517125301063
5,128,8,2,128,0,5000,0.051317840814590454,0.7511245012283325,0.9947834014892578,0.0008354203891940415
6,128,8,2,128,0,6000,0.05167096480727196,0.7549486756324768,0.9986111521720886,0.0008360983920283616
7,128,8,2,128,0,7000,0.051102183759212494,0.7459999322891235,1.0003032684326172,0.0008347774273715913
8,128,8,2,128,0,8000,0.050868742167949677,0.7409388422966003,0.9991031289100647,0.000835241808090359
9,128,8,2,128,0,9000,0.05111624673008919,0.7457176446914673,1.0010918378829956,0.0008348817937076092
10,128,8,2,128,0,10000,0.05124497041106224,0.7490663528442383,1.0004926919937134,0.0008352376753464341
11,128,8,2,128,0,11000,0.05175662785768509,0.7563421130180359,0.9998260736465454,0.0008353547309525311
12,128,8,2,128,0,12000,0.051592450588941574,0.7535438537597656,1.0001965761184692,0.0008360790088772774
13,128,8,2,128,0,13000,0.05135338008403778,0.7499642372131348,1.0018031597137451,0.0008355510653927922
14,128,8,2,128,0,14000,0.051211658865213394,0.7469000816345215,0.9987407922744751,0.0008361433283425868
15,128,8,2,128,0,15000,0.05118805542588234,0.7474638819694519,0.9990962743759155,0.000836274994071573
16,128,8,2,128,0,16000,0.05160636082291603,0.7558416128158569,1.0003703832626343,0.0008360383217222989
17,128,8,2,128,0,17000,0.05146799236536026,0.7541322112083435,1.000459909439087,0.0008359914063476026
18,128,8,2,128,0,18000,0.050974879413843155,0.7453932166099548,0.9997382760047913,0.0008354865130968392
19,128,8,2,128,0,19000,0.05130958929657936,0.7512742877006531,1.0007580518722534,0.0008348397095687687
20,128,8,2,128,0,20000,0.05165614187717438,0.7542861104011536,0.9998875260353088,0.0008357623009942472
21,128,8,2,128,0,21000,0.05130289867520332,0.7492796778678894,1.0023305416107178,0.0008353204466402531
22,128,8,2,128,0,22000,0.051105812191963196,0.7496682405471802,1.000641942024231,0.0008346789400093257
23,128,8,2,128,0,23000,0.05116049945354462,0.7490336298942566,0.9988240003585815,0.0008344465168192983
24,128,8,2,128,0,24000,0.051722150295972824,0.7582566142082214,0.9990220665931702,0.0008361493237316608
25,128,8,2,128,0,25000,0.05122949928045273,0.7490285634994507,0.9995052814483643,0.0008347450057044625
26,128,8,2,128,0,26000,0.05155613273382187,0.7529240250587463,0.9998892545700073,0.000836092687677592
27,128,8,2,128,0,27000,0.05123132839798927,0.7500426173210144,0.9984343647956848,0.000834213278722018
28,128,8,2,128,0,28000,0.051242243498563766,0.7511423826217651,1.0005637407302856,0.000835532380733639
29,128,8,2,128,0,29000,0.051300544291734695,0.7502502202987671,0.9972191452980042,0.000835058803204447
30,128,8,2,128,0,30000,0.051074493676424026,0.7464339137077332,0.9976218938827515,0.0008345573442056775
31,128,8,2,128,0,31000,0.05172841250896454,0.7568458914756775,1.000305414199829,0.000835198035929352
32,128,8,2,128,0,32000,0.05122744292020798,0.7493970990180969,1.0005507469177246,0.0008342373766936362
33,128,8,2,128,0,33000,0.0505795031785965,0.7406325936317444,1.0000497102737427,0.000836367136798799
34,128,8,2,128,0,34000,0.051372040063142776,0.750903308391571,1.0005269050598145,0.000835477258078754
35,128,8,2,128,0,35000,0.051718346774578094,0.7561946511268616,0.9995169639587402,0.0008357074693776667
36,128,8,2,128,0,36000,0.0509490892291069,0.7462021708488464,1.000973105430603,0.0008344964007847011
37,128,8,2,128,0,37000,0.051552776247262955,0.7522899508476257,0.9995888471603394,0.000835304381325841
38,128,8,2,128,0,38000,0.0508621409535408,0.7443768382072449,0.9989954829216003,0.0008361805230379105
39,128,8,2,128,0,39000,0.051933955401182175,0.7576053738594055,0.9998375177383423,0.0008356693433597684
40,128,8,2,128,0,40000,0.05101563036441803,0.7465559840202332,0.9993036389350891,0.0008354545570909977
41,128,8,3,128,0,0,1.586976408958435,0.9013651609420776,0.976245105266571,0.0008349578711204231
42,128,8,3,128,0,1000,0.1034439355134964,0.6697702407836914,0.9784555435180664,0.0008381883380934596
43,128,8,3,128,0,2000,0.0595536008477211,0.6604150533676147,0.9758522510528564,0.0008376141777262092
44,128,8,3,128,0,3000,0.0494656078517437,0.6411583423614502,0.9779308438301086,0.0008363061933778226
45,128,8,3,128,0,4000,0.04312574490904808,0.6234250664710999,0.9832508563995361,0.0008361487416550517
46,128,8,3,128,0,5000,0.043372590094804764,0.6276970505714417,0.9892581105232239,0.0008355894824489951
47,128,8,3,128,0,6000,0.04309752583503723,0.621983528137207,0.9972437620162964,0.0008356105536222458
48,128,8,3,128,0,7000,0.04316474124789238,0.6249232292175293,0.997742772102356,0.0008358997292816639
49,128,8,3,128,0,8000,0.04315512254834175,0.6231697201728821,0.998305082321167,0.0008362433291040361
50,128,8,3,128,0,9000,0.044068459421396255,0.6365984082221985,0.9999638795852661,0.0008358042687177658
51,128,8,3,128,0,10000,0.042889878153800964,0.6186497211456299,0.9997402429580688,0.0008362969383597374
52,128,8,3,128,0,11000,0.04311898723244667,0.6241661906242371,1.0018744468688965,0.0008367261034436524
53,128,8,3,128,0,12000,0.0437508299946785,0.6335611939430237,1.0005868673324585,0.000836115563288331
54,128,8,3,128,0,13000,0.043532732874155045,0.6292101740837097,0.9994639754295349,0.0008373844320885837
55,128,8,3,128,0,14000,0.04349149391055107,0.6276034116744995,0.9998896718025208,0.0008368912967853248
56,128,8,3,128,0,15000,0.043074168264865875,0.6221545934677124,0.998420774936676,0.000836020743008703
57,128,8,3,128,0,16000,0.04343058541417122,0.627054750919342,0.9974683523178101,0.0008351898286491632
58,128,8,3,128,0,17000,0.043593574315309525,0.6307395696640015,0.9989036917686462,0.0008358131162822247
59,128,8,3,128,0,18000,0.04330059140920639,0.6269649863243103,1.0002362728118896,0.0008353230659849942
60,128,8,3,128,0,19000,0.043325893580913544,0.6276039481163025,1.001603126525879,0.0008362818625755608
61,128,8,3,128,0,20000,0.04319635033607483,0.6248813271522522,1.0022574663162231,0.000835808867122978
62,128,8,3,128,0,21000,0.04332573711872101,0.6259872317314148,1.0005688667297363,0.0008376654586754739
63,128,8,3,128,0,22000,0.043087102472782135,0.6219059824943542,0.9989070296287537,0.0008349348790943623
64,128,8,3,128,0,23000,0.043468788266181946,0.6281691789627075,0.9980862140655518,0.000836957071442157
65,128,8,3,128,0,24000,0.043268751353025436,0.6272636651992798,0.9992175102233887,0.0008370180148631334
66,128,8,3,128,0,25000,0.043141115456819534,0.6244091987609863,0.9974722862243652,0.0008357049082405865
67,128,8,3,128,0,26000,0.04277387261390686,0.6181025505065918,0.9991121292114258,0.0008363599772565067
68,128,8,3,128,0,27000,0.0431426465511322,0.6219338178634644,1.0016734600067139,0.0008350166608579457
69,128,8,3,128,0,28000,0.04296782612800598,0.6207855343818665,1.000056505203247,0.0008357573533430696
70,128,8,3,128,0,29000,0.043076734989881516,0.6238183379173279,1.0006952285766602,0.0008360972278751433
71,128,8,3,128,0,30000,0.04322085902094841,0.6255738139152527,0.9999844431877136,0.0008361507207155228
