,do,da,dz,db,sigma,iter,kappa_coeff,recon_loss,act_mse,obs_mse,noi_mse
77,128,8,6,128,0.1,40000,0.01,0.019409900531172752,0.9121056795120239,0.9586337804794312,0.0838246545754373
78,128,8,6,128,0.1,40000,0.1,0.019370723515748978,0.2520989775657654,1.0009433031082153,0.08369622519239782
79,128,8,6,128,0.1,40000,0.5,0.019170384854078293,0.2503053545951843,1.0003074407577515,0.08370507275685667
80,128,8,7,128,0.1,40000,0.0,0.011501548811793327,0.9644394516944885,0.9500246047973633,0.08388375281356274
81,128,8,7,128,0.1,40000,0.01,0.01142161525785923,0.8486785292625427,0.9545474648475647,0.08397602359764277
82,128,8,7,128,0.1,40000,0.1,0.011491987854242325,0.1264108121395111,1.000349760055542,0.08369432180188595
83,128,8,7,128,0.1,40000,0.5,0.011294680647552013,0.12669089436531067,0.9985732436180115,0.0838212843518704
84,128,8,8,128,0.1,40000,0.0,0.003373617073521018,0.9591335654258728,0.9406097531318665,0.08408164721913634
85,128,8,8,128,0.1,40000,0.01,0.0033140743616968393,0.635786235332489,0.9575324058532715,0.08407711284235118
86,128,8,8,128,0.1,40000,0.1,0.0032120689284056425,0.0012154983123764396,1.00155770778656,0.08386240224353968
87,128,8,8,128,0.1,40000,0.5,0.003147844457998872,0.0011657418217509985,1.0002633333206177,0.08381740772165357
88,128,8,9,128,0.1,40000,0.0,0.001030652318149805,0.9504605531692505,0.9333803653717041,0.0842158100567758
89,128,8,9,128,0.1,40000,0.01,0.0009660648065619171,0.3977234959602356,0.9680264592170715,0.08415440679527818
90,128,8,9,128,0.1,40000,0.1,0.0009549738024361432,0.0009631041320972145,1.0008230209350586,0.08413430186919867
91,128,8,9,128,0.1,40000,0.5,0.000940369616728276,0.0010215130168944597,1.0011615753173828,0.08457616786472498
92,128,8,10,128,0.1,40000,0.0,0.000982033321633935,0.9469037055969238,0.9273595809936523,0.08439995581284164
93,128,8,10,128,0.1,40000,0.01,0.0009644303354434669,0.3963989019393921,0.9618076086044312,0.08420631638728081
94,128,8,10,128,0.1,40000,0.1,0.000951116846408695,0.0011095321970060468,1.0020849704742432,0.08411619346588849
95,128,8,10,128,0.1,40000,0.5,0.0009368290193378925,0.001184710068628192,1.0004888772964478,0.08460625540465115
96,128,8,11,128,0.1,40000,0.0,0.0009688755962997675,0.9423173666000366,0.9203795194625854,0.08444748818874358
97,128,8,11,128,0.1,40000,0.01,0.0009556880686432123,0.36132025718688965,0.9549434781074524,0.08434883202426134
98,128,8,11,128,0.1,40000,0.1,0.0009368036990053952,0.0010769438231363893,0.9995311498641968,0.08425073465332387
99,128,8,11,128,0.1,40000,0.5,0.0009255865006707609,0.001085450523532927,1.0030444860458374,0.08444690029136835
100,128,8,12,128,0.1,40000,0.0,0.000987580162473023,0.9409654140472412,0.9124824404716492,0.08452488691546022
101,128,8,12,128,0.1,40000,0.01,0.000953296956140548,0.3509099781513214,0.9488316178321838,0.08442624239251016
102,128,8,12,128,0.1,40000,0.1,0.0009301074896939099,0.0010938238119706511,1.001051902770996,0.08388833957724272
103,128,8,12,128,0.1,40000,0.5,0.0009206098620779812,0.0011630721855908632,0.9996858239173889,0.08440277306362985
104,128,8,13,128,0.1,40000,0.0,0.0010051613207906485,0.9252212643623352,0.9048663377761841,0.08476123912259935
105,128,8,13,128,0.1,40000,0.01,0.0009384105796925724,0.3205006718635559,0.9407364130020142,0.08439960656687616
106,128,8,13,128,0.1,40000,0.1,0.0009272583993151784,0.0011427276767790318,1.0007771253585815,0.08311804849654435
107,128,8,13,128,0.1,40000,0.5,0.000909443071577698,0.001266954350285232,0.9998788833618164,0.08362912340089677
108,128,8,14,128,0.1,40000,0.0,0.0009793499484658241,0.9224368929862976,0.8966208696365356,0.0848730735015124
109,128,8,14,128,0.1,40000,0.01,0.0009384784498251975,0.3089459538459778,0.9329546093940735,0.0845501897856593
110,128,8,14,128,0.1,40000,0.1,0.0009209170239046216,0.001248934306204319,1.0014445781707764,0.08350709103979169
111,128,8,14,128,0.1,40000,0.5,0.0009166858508251607,0.0012426776811480522,0.9992848634719849,0.08398129721172153
112,128,8,15,128,0.1,40000,0.0,0.0009564076317474246,0.9213069081306458,0.8888248205184937,0.08505258592776953
113,128,8,15,128,0.1,40000,0.01,0.000934156880248338,0.28791019320487976,0.9287323951721191,0.08460282115265726
114,128,8,15,128,0.1,40000,0.1,0.0009234187309630215,0.001259191776625812,0.9977017641067505,0.08221734897233544
115,128,8,15,128,0.1,40000,0.5,0.0008991883369162679,0.0011190908262506127,0.9993335008621216,0.08321916684508322
116,128,8,16,128,0.1,40000,0.0,0.000946016691159457,0.9203731417655945,0.8817484378814697,0.0852324126753956
117,128,8,16,128,0.1,40000,0.01,0.0009248244459740818,0.2736215591430664,0.9224703311920166,0.0848270603455603
118,128,8,16,128,0.1,40000,0.1,0.0009156292653642595,0.0013825118076056242,0.9999801516532898,0.08171568042598663
119,128,8,16,128,0.1,40000,0.5,0.0008969157934188843,0.0012431072536855936,0.9994552731513977,0.08212405373342334
120,128,8,2,128,0.5,40000,0.0,0.07634401321411133,1.0006238222122192,0.9839603304862976,0.08338291943073273
121,128,8,2,128,0.5,40000,0.01,0.07670576125383377,1.0005302429199219,0.9861716628074646,0.08335020393133163
122,128,8,2,128,0.5,40000,0.1,0.07610000669956207,0.8365148305892944,0.9991347789764404,0.08373065292835236
123,128,8,2,128,0.5,40000,0.5,0.07525455951690674,0.8154846429824829,1.001853108406067,0.0838615894317627
124,128,8,3,128,0.5,40000,0.0,0.06817302852869034,0.990719735622406,0.9782658219337463,0.08333424478769302
125,128,8,3,128,0.5,40000,0.01,0.06820297241210938,0.9799795150756836,0.9775275588035583,0.08343646675348282
126,128,8,3,128,0.5,40000,0.1,0.06794392317533493,0.7176562547683716,1.0013351440429688,0.08357789367437363
127,128,8,3,128,0.5,40000,0.5,0.06759954243898392,0.6951470971107483,1.0009374618530273,0.08363382518291473
128,128,8,4,128,0.5,40000,0.0,0.060216039419174194,0.983023464679718,0.9692330956459045,0.08346542716026306
129,128,8,4,128,0.5,40000,0.01,0.060116637498140335,0.9755983352661133,0.9698371887207031,0.08342110365629196
130,128,8,4,128,0.5,40000,0.1,0.05985742807388306,0.5680027604103088,0.9991389513015747,0.08340182900428772
131,128,8,4,128,0.5,40000,0.5,0.059820543974637985,0.5805440545082092,0.9998307824134827,0.0836021825671196
132,128,8,5,128,0.5,40000,0.0,0.052521880716085434,0.9895628690719604,0.9637197256088257,0.08364494889974594
133,128,8,5,128,0.5,40000,0.01,0.05203433334827423,0.9624065160751343,0.9645074009895325,0.08345157653093338
134,128,8,5,128,0.5,40000,0.1,0.05242413282394409,0.4711068272590637,0.9992347359657288,0.08331144601106644
135,128,8,5,128,0.5,40000,0.5,0.05132609233260155,0.44543206691741943,1.0013099908828735,0.08333110809326172
136,128,8,6,128,0.5,40000,0.0,0.04433885216712952,0.9846709966659546,0.9568261504173279,0.0836654007434845
137,128,8,6,128,0.5,40000,0.01,0.04437854886054993,0.9451988339424133,0.9552916884422302,0.08355539292097092
138,128,8,6,128,0.5,40000,0.1,0.043803028762340546,0.31777435541152954,1.0030511617660522,0.08339144289493561
139,128,8,6,128,0.5,40000,0.5,0.04403993487358093,0.33782780170440674,0.998501181602478,0.083216592669487
140,128,8,7,128,0.5,40000,0.0,0.03575678914785385,0.9688800573348999,0.9471597671508789,0.08364305645227432
141,128,8,7,128,0.5,40000,0.01,0.03594086319208145,0.9355376958847046,0.9490899443626404,0.08351624757051468
142,128,8,7,128,0.5,40000,0.1,0.03628590703010559,0.22936736047267914,1.0005775690078735,0.08340097963809967
143,128,8,7,128,0.5,40000,0.5,0.03559953346848488,0.1827661097049713,0.9999698996543884,0.08337663114070892
144,128,8,8,128,0.5,40000,0.0,0.02738313004374504,0.9449875950813293,0.9387215971946716,0.08358898758888245
145,128,8,8,128,0.5,40000,0.01,0.02787604369223118,0.8907260894775391,0.9448227286338806,0.08356126397848129
146,128,8,8,128,0.5,40000,0.1,0.02783198282122612,0.07309772074222565,1.0005428791046143,0.08321630209684372
147,128,8,8,128,0.5,40000,0.5,0.027593310922384262,0.07297172397375107,1.0011234283447266,0.08332420140504837
148,128,8,9,128,0.5,40000,0.0,0.02026290073990822,0.9463269710540771,0.9339420199394226,0.083546943962574
149,128,8,9,128,0.5,40000,0.01,0.020300934091210365,0.8653937578201294,0.9401617050170898,0.08360893279314041
150,128,8,9,128,0.5,40000,0.1,0.02022012136876583,0.020909734070301056,0.998177170753479,0.08297163248062134
151,128,8,9,128,0.5,40000,0.5,0.020108241587877274,0.020673174411058426,0.9984968900680542,0.08290749788284302
152,128,8,10,128,0.5,40000,0.0,0.020131099969148636,0.9448367357254028,0.9243898391723633,0.08358440548181534
153,128,8,10,128,0.5,40000,0.01,0.020179491490125656,0.8548821210861206,0.9312058687210083,0.08379927277565002
154,128,8,10,128,0.5,40000,0.1,0.020071852952241898,0.0209476500749588,1.0002501010894775,0.08224529772996902
155,128,8,10,128,0.5,40000,0.5,0.01998242177069187,0.020914485678076744,0.9983347654342651,0.08233820647001266
156,128,8,11,128,0.5,40000,0.0,0.02001166343688965,0.9407222867012024,0.919410765171051,0.0836990624666214
157,128,8,11,128,0.5,40000,0.01,0.019986998289823532,0.8433190584182739,0.9243388772010803,0.08360913395881653
158,128,8,11,128,0.5,40000,0.1,0.019929463043808937,0.021025855094194412,0.9986657500267029,0.08168285340070724
159,128,8,11,128,0.5,40000,0.5,0.019858568906784058,0.021114429458975792,0.9999752640724182,0.08177315443754196
160,128,8,12,128,0.5,40000,0.0,0.019800113514065742,0.9334245324134827,0.909870982170105,0.08374086767435074
161,128,8,12,128,0.5,40000,0.01,0.019824326038360596,0.820702314376831,0.9169288277626038,0.0835496187210083
162,128,8,12,128,0.5,40000,0.1,0.019729647785425186,0.02108687348663807,1.0004836320877075,0.08094748854637146
163,128,8,12,128,0.5,40000,0.5,0.01962563768029213,0.02151014283299446,1.0008258819580078,0.08096436411142349
164,128,8,13,128,0.5,40000,0.0,0.019675815477967262,0.9328576922416687,0.9034364223480225,0.08382011204957962
165,128,8,13,128,0.5,40000,0.01,0.01963844522833824,0.8148301839828491,0.9108518362045288,0.08366088569164276
166,128,8,13,128,0.5,40000,0.1,0.01956976391375065,0.021209223195910454,0.9996873736381531,0.08034075051546097
167,128,8,13,128,0.5,40000,0.5,0.01947803609073162,0.02098543755710125,1.0008882284164429,0.08027305454015732
168,128,8,14,128,0.5,40000,0.0,0.019505202770233154,0.9263206124305725,0.8988494873046875,0.08384541422128677
169,128,8,14,128,0.5,40000,0.01,0.01955810934305191,0.7886528968811035,0.9051819443702698,0.0837707370519638
170,128,8,14,128,0.5,40000,0.1,0.01942751556634903,0.020800279453396797,1.0014524459838867,0.07969561219215393
171,128,8,14,128,0.5,40000,0.5,0.019337527453899384,0.02095920778810978,1.002569317817688,0.07978927344083786
172,128,8,15,128,0.5,40000,0.0,0.01934211328625679,0.9213643670082092,0.8896845579147339,0.08377941697835922
173,128,8,15,128,0.5,40000,0.01,0.019323846325278282,0.7737168669700623,0.8988886475563049,0.08364776521921158
174,128,8,15,128,0.5,40000,0.1,0.019230917096138,0.021013271063566208,0.9994338154792786,0.07894491404294968
175,128,8,15,128,0.5,40000,0.5,0.019172200933098793,0.02114168368279934,0.999966025352478,0.07898318022489548
176,128,8,16,128,0.5,40000,0.0,0.0191817544400692,0.9117595553398132,0.8803940415382385,0.08390853554010391
177,128,8,16,128,0.5,40000,0.01,0.01917865127325058,0.7506183385848999,0.8928175568580627,0.08366233110427856
178,128,8,16,128,0.5,40000,0.1,0.01909540221095085,0.021174483001232147,0.9994556903839111,0.07836116850376129
179,128,8,16,128,0.5,40000,0.5,0.019031811505556107,0.020992938429117203,0.9995895624160767,0.07838647812604904
180,128,8,2,128,1.0,40000,0.0,0.13832709193229675,0.9953622221946716,0.9860460162162781,0.08338981866836548
181,128,8,2,128,1.0,40000,0.01,0.1385105848312378,0.9872691631317139,0.9856469035148621,0.08329938352108002
182,128,8,2,128,1.0,40000,0.1,0.13776934146881104,0.8604558706283569,1.0009852647781372,0.08339078724384308
183,128,8,2,128,1.0,40000,0.5,0.13781943917274475,0.8744514584541321,0.9992247819900513,0.08304356783628464
184,128,8,3,128,1.0,40000,0.0,0.13019409775733948,0.9900694489479065,0.9780800938606262,0.08351799845695496
185,128,8,3,128,1.0,40000,0.01,0.12964627146720886,0.9787693619728088,0.9799726605415344,0.08331650495529175
186,128,8,3,128,1.0,40000,0.1,0.12948010861873627,0.7516471147537231,1.0012435913085938,0.08295459300279617
187,128,8,3,128,1.0,40000,0.5,0.12990714609622955,0.7683329582214355,0.9992268681526184,0.08297637850046158
188,128,8,4,128,1.0,40000,0.0,0.12143143266439438,0.9837716817855835,0.9685448408126831,0.08343798667192459
189,128,8,4,128,1.0,40000,0.01,0.12153417617082596,0.9791668057441711,0.9697099328041077,0.08337406814098358
190,128,8,4,128,1.0,40000,0.1,0.1213013157248497,0.6463099122047424,1.0011130571365356,0.08284571766853333
191,128,8,4,128,1.0,40000,0.5,0.1216026023030281,0.6522519588470459,1.0001860857009888,0.08286289125680923
192,128,8,5,128,1.0,40000,0.0,0.11235229671001434,0.984343945980072,0.9627256989479065,0.08342528343200684
193,128,8,5,128,1.0,40000,0.01,0.11248382925987244,0.9664158225059509,0.9611549973487854,0.08345840871334076
194,128,8,5,128,1.0,40000,0.1,0.11332973837852478,0.530861496925354,1.0017778873443604,0.08300846070051193
195,128,8,5,128,1.0,40000,0.5,0.1126847192645073,0.5259107351303101,1.0017616748809814,0.08285615593194962
196,128,8,6,128,1.0,40000,0.0,0.1042051762342453,0.9672995805740356,0.9550879597663879,0.08341819792985916
197,128,8,6,128,1.0,40000,0.01,0.10433227568864822,0.9577822089195251,0.9539809823036194,0.08342380076646805
198,128,8,6,128,1.0,40000,0.1,0.10415351390838623,0.40484654903411865,0.9987982511520386,0.08274544775485992
199,128,8,6,128,1.0,40000,0.5,0.10422271490097046,0.4098832607269287,0.9988158345222473,0.08288667351007462
200,128,8,7,128,1.0,40000,0.0,0.09626203775405884,0.9599962830543518,0.9494324922561646,0.08342760801315308
201,128,8,7,128,1.0,40000,0.01,0.09574542939662933,0.9413605332374573,0.9506672024726868,0.08358059823513031
202,128,8,7,128,1.0,40000,0.1,0.09565649926662445,0.2834070324897766,1.0004323720932007,0.08282948285341263
203,128,8,7,128,1.0,40000,0.5,0.09543472528457642,0.28616538643836975,0.998914361000061,0.08283602446317673
204,128,8,8,128,1.0,40000,0.0,0.08717536926269531,0.9502466917037964,0.9413591027259827,0.08340351283550262
205,128,8,8,128,1.0,40000,0.01,0.08716774731874466,0.9168288111686707,0.9442415237426758,0.08343505859375
206,128,8,8,128,1.0,40000,0.1,0.0870782658457756,0.16300329566001892,1.0021826028823853,0.08274480700492859
207,128,8,8,128,1.0,40000,0.5,0.08684813231229782,0.16639778017997742,1.0008251667022705,0.08295877277851105
208,128,8,9,128,1.0,40000,0.0,0.07930946350097656,0.9517377018928528,0.9353397488594055,0.08348634093999863
209,128,8,9,128,1.0,40000,0.01,0.07938103377819061,0.8924576044082642,0.940069317817688,0.08350963145494461
210,128,8,9,128,1.0,40000,0.1,0.07920137047767639,0.07745227962732315,0.9999019503593445,0.08252950012683868
211,128,8,9,128,1.0,40000,0.5,0.07896657288074493,0.07859692722558975,1.0025051832199097,0.08244531601667404
212,128,8,10,128,1.0,40000,0.0,0.07866508513689041,0.9346655011177063,0.9269850850105286,0.08352159708738327
213,128,8,10,128,1.0,40000,0.01,0.07873529195785522,0.8920373320579529,0.9277903437614441,0.08347317576408386
214,128,8,10,128,1.0,40000,0.1,0.07858257740736008,0.07822713255882263,0.9993434548377991,0.08192998915910721
215,128,8,10,128,1.0,40000,0.5,0.07842013984918594,0.07792731374502182,1.000030279159546,0.08190088719129562
216,128,8,11,128,1.0,40000,0.0,0.07792198657989502,0.9352518320083618,0.9177185297012329,0.08345796167850494
217,128,8,11,128,1.0,40000,0.01,0.07808757573366165,0.8788430690765381,0.9207897186279297,0.08348923176527023
218,128,8,11,128,1.0,40000,0.1,0.0778089314699173,0.07783373445272446,1.0015342235565186,0.08117785304784775
219,128,8,11,128,1.0,40000,0.5,0.07770540565252304,0.07709730416536331,0.9994540810585022,0.08111155033111572
220,128,8,12,128,1.0,40000,0.0,0.07747434079647064,0.9186230301856995,0.9122875928878784,0.08356838673353195
221,128,8,12,128,1.0,40000,0.01,0.07738549262285233,0.8751232624053955,0.9173782467842102,0.08341778069734573
222,128,8,12,128,1.0,40000,0.1,0.07727497816085815,0.07747206091880798,1.001847505569458,0.08055070042610168
223,128,8,12,128,1.0,40000,0.5,0.07715510576963425,0.07852253317832947,1.0017638206481934,0.08062084019184113
224,128,8,13,128,1.0,40000,0.0,0.07676856964826584,0.9133337736129761,0.9062982201576233,0.08348102122545242
225,128,8,13,128,1.0,40000,0.01,0.07683879137039185,0.8627675771713257,0.9100372195243835,0.08360178768634796
226,128,8,13,128,1.0,40000,0.1,0.07659871131181717,0.07733295857906342,1.000394344329834,0.07988613843917847
227,128,8,13,128,1.0,40000,0.5,0.07650242000818253,0.07846728712320328,1.0001190900802612,0.07998189330101013
228,128,8,14,128,1.0,40000,0.0,0.07598265260457993,0.9081603288650513,0.8979212641716003,0.08347216993570328
229,128,8,14,128,1.0,40000,0.01,0.07630079239606857,0.8464167714118958,0.9044249057769775,0.08360864222049713
230,128,8,14,128,1.0,40000,0.1,0.07575631141662598,0.07775423675775528,1.0012189149856567,0.07913956791162491
231,128,8,14,128,1.0,40000,0.5,0.07587321847677231,0.0776151642203331,1.0009803771972656,0.07933114469051361
232,128,8,15,128,1.0,40000,0.0,0.07526456564664841,0.9077382683753967,0.8912932872772217,0.08347778022289276
233,128,8,15,128,1.0,40000,0.01,0.07550374418497086,0.8419449329376221,0.8979284167289734,0.08342701196670532
234,128,8,15,128,1.0,40000,0.1,0.07530432194471359,0.07746194303035736,0.9999033212661743,0.07863730937242508
235,128,8,15,128,1.0,40000,0.5,0.07507391273975372,0.07759014517068863,0.999437689781189,0.07853872328996658
236,128,8,16,128,1.0,40000,0.0,0.0746275782585144,0.8884837031364441,0.8844205141067505,0.08341783285140991
237,128,8,16,128,1.0,40000,0.01,0.07466991245746613,0.8175601363182068,0.8878173828125,0.08327735960483551
238,128,8,16,128,1.0,40000,0.1,0.07456732541322708,0.07712053507566452,1.0005072355270386,0.0779125913977623
239,128,8,16,128,1.0,40000,0.5,0.07451599091291428,0.07678201794624329,1.0011848211288452,0.07794130593538284
