,do,da,dz,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,0.0,0,1.6242426633834839,0.9380635023117065,0.004813047591596842,1.0
1,128,8,2,0.0,1000,0.1078948900103569,0.7504640817642212,0.02051384188234806,1.0
2,128,8,2,0.0,2000,0.061097364872694016,0.7490372061729431,0.7523825168609619,1.0
3,128,8,2,0.0,3000,0.059442125260829926,0.7515256404876709,0.8955603241920471,1.0
4,128,8,2,0.0,4000,0.05646943300962448,0.7500762343406677,0.8986270427703857,1.0
5,128,8,2,0.0,5000,0.05322631448507309,0.750145673751831,0.8966777920722961,1.0
6,128,8,2,0.0,6000,0.05064864084124565,0.7529199123382568,0.8959779739379883,1.0
7,128,8,2,0.0,7000,0.048964619636535645,0.7509337663650513,0.9074752926826477,1.0
8,128,8,2,0.0,8000,0.048459917306900024,0.7507957816123962,0.9159007668495178,1.0
9,128,8,2,0.0,9000,0.04845051094889641,0.7522066235542297,0.9220007658004761,1.0
10,128,8,2,0.0,10000,0.04827726259827614,0.7527984380722046,0.9192255735397339,1.0
11,128,8,4,0.0,0,1.6054811477661133,0.8295742273330688,0.012049773707985878,1.0
12,128,8,4,0.0,1000,0.0847371518611908,0.49964436888694763,0.055522747337818146,1.0
13,128,8,4,0.0,2000,0.052118729799985886,0.5007832050323486,0.8311663866043091,1.0
14,128,8,4,0.0,3000,0.0448799766600132,0.5019447803497314,0.8741843700408936,1.0
15,128,8,4,0.0,4000,0.037911102175712585,0.500747799873352,0.8898345828056335,1.0
16,128,8,4,0.0,5000,0.03387533128261566,0.5003161430358887,0.9122269749641418,1.0
17,128,8,4,0.0,6000,0.03272099420428276,0.5032276511192322,0.9355211853981018,1.0
18,128,8,4,0.0,7000,0.03239335119724274,0.5024122595787048,0.9471421837806702,1.0
19,128,8,4,0.0,8000,0.03241968899965286,0.5038629174232483,0.948185920715332,1.0
20,128,8,4,0.0,9000,0.03231149911880493,0.5012692809104919,0.9493497610092163,1.0
21,128,8,4,0.0,10000,0.0321771614253521,0.5001713037490845,0.949544370174408,1.0
22,128,8,6,0.0,0,1.5890661478042603,0.8717540502548218,0.009516039863228798,1.0
23,128,8,6,0.0,1000,0.07342111319303513,0.25632479786872864,0.12326251715421677,1.0
24,128,8,6,0.0,2000,0.04937483370304108,0.25205692648887634,0.8563939332962036,1.0
25,128,8,6,0.0,3000,0.03860783949494362,0.24916337430477142,0.8548306226730347,1.0
26,128,8,6,0.0,4000,0.0280744768679142,0.25196895003318787,0.8692797422409058,1.0
27,128,8,6,0.0,5000,0.019886890426278114,0.2500174343585968,0.9116925597190857,1.0
28,128,8,6,0.0,6000,0.01675090752542019,0.25165870785713196,0.9519538283348083,1.0
29,128,8,6,0.0,7000,0.016367224976420403,0.2512049078941345,0.9660454392433167,1.0
30,128,8,6,0.0,8000,0.01638178713619709,0.25070586800575256,0.9708898663520813,1.0
31,128,8,6,0.0,9000,0.01650242507457733,0.25245553255081177,0.9694809913635254,1.0
32,128,8,6,0.0,10000,0.016239119693636894,0.2515470087528229,0.9683404564857483,1.0
33,128,8,8,0.0,0,1.6149396896362305,0.8393957614898682,0.011200807988643646,1.0
34,128,8,8,0.0,1000,0.060004960745573044,0.0063302526250481606,0.1901874989271164,1.0
35,128,8,8,0.0,2000,0.03682566434144974,0.00012595450971275568,0.8484452962875366,1.0
36,128,8,8,0.0,3000,0.02127487026154995,3.8679536373820156e-05,0.8359667062759399,1.0
37,128,8,8,0.0,4000,0.007370722014456987,3.1944488000590354e-05,0.8718618154525757,1.0
38,128,8,8,0.0,5000,0.000751608400605619,0.0007725116447545588,0.9531407952308655,1.0
39,128,8,8,0.0,6000,6.038583887857385e-05,0.0007085807155817747,0.9961546063423157,1.0
40,128,8,8,0.0,7000,5.165445327293128e-05,0.0007570703164674342,1.0013171434402466,1.0
41,128,8,8,0.0,8000,7.755979459034279e-05,0.0009873461676761508,1.0004390478134155,1.0
42,128,8,8,0.0,9000,8.771901775617152e-05,0.0009379421826452017,0.9999630451202393,1.0
43,128,8,8,0.0,10000,0.00011439045192673802,0.0009298342047259212,1.000504732131958,1.0
44,128,8,10,0.0,0,1.5881187915802002,0.8961288928985596,0.007496780250221491,1.0
45,128,8,10,0.0,1000,0.04762653261423111,0.000418639974668622,0.2965907156467438,1.0
46,128,8,10,0.0,2000,0.022188084200024605,2.316531026735902e-05,0.8263742327690125,1.0
47,128,8,10,0.0,3000,0.0053575108759105206,5.886820417799754e-06,0.8517045974731445,1.0
48,128,8,10,0.0,4000,0.0003942702023778111,3.0691162464790978e-06,0.9529629945755005,1.0
49,128,8,10,0.0,5000,4.731741501018405e-05,0.00035580233088694513,0.995051383972168,1.0
50,128,8,10,0.0,6000,3.142683635815047e-05,0.00016156463243532926,0.9966124892234802,1.0
51,128,8,10,0.0,7000,8.748602704145014e-05,0.00047976308269426227,0.9972038269042969,1.0
52,128,8,10,0.0,8000,5.556824180530384e-05,0.0003079813322983682,0.9947930574417114,1.0
53,128,8,10,0.0,9000,9.540700557408854e-05,0.00043823852320201695,0.9928295016288757,1.0
54,128,8,10,0.0,10000,0.00014864865806885064,0.0008414949988946319,0.9916256070137024,1.0
55,128,8,12,0.0,0,1.6109488010406494,0.84353107213974,0.011156774125993252,1.0
56,128,8,12,0.0,1000,0.03880246728658676,0.0008803271339274943,0.38962697982788086,1.0
57,128,8,12,0.0,2000,0.013769120909273624,2.446436701575294e-05,0.8335129022598267,1.0
58,128,8,12,0.0,3000,0.0015838270774111152,3.6768192330782767e-06,0.9083831906318665,1.0
