,do,da,dz,db,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,8,0.5,0,0.28240787982940674,0.9759262800216675,0.9936273694038391,3.7448348999023438
1,128,8,2,8,0.5,1000,0.06836670637130737,0.8074263334274292,1.0020197629928589,3.826580762863159
2,128,8,2,8,0.5,2000,0.06404884159564972,0.7844340801239014,0.9957233667373657,3.9179039001464844
3,128,8,2,8,0.5,3000,0.06282166391611099,0.763089656829834,0.9919934272766113,4.099315643310547
4,128,8,2,8,0.5,4000,0.062314774841070175,0.763596773147583,1.0015034675598145,3.9247524738311768
5,128,8,2,8,0.5,5000,0.0630248486995697,0.8023195862770081,0.9940977096557617,3.744751214981079
6,128,8,2,8,0.5,6000,0.0639059990644455,0.7967950105667114,1.0082552433013916,3.8758907318115234
7,128,8,2,8,0.5,7000,0.061934445053339005,0.7530868053436279,0.9922430515289307,4.203370094299316
8,128,8,2,8,0.5,8000,0.06355740875005722,0.7863032817840576,1.0051273107528687,4.086379528045654
9,128,8,2,8,0.5,9000,0.05917772278189659,0.7303789854049683,0.9933071732521057,3.8269753456115723
10,128,8,2,8,0.5,10000,0.060830648988485336,0.7328293323516846,0.9953004717826843,4.177788734436035
11,128,8,2,8,0.5,11000,0.06245649605989456,0.766120970249176,1.0076193809509277,4.081662654876709
12,128,8,2,8,0.5,12000,0.05894084274768829,0.7268164157867432,1.0117937326431274,3.7587826251983643
13,128,8,2,8,0.5,13000,0.062389664351940155,0.7871719002723694,0.989472508430481,3.6944775581359863
14,128,8,2,8,0.5,14000,0.05682408809661865,0.6994403004646301,0.9981182813644409,3.7890286445617676
15,128,8,2,8,0.5,15000,0.06482578814029694,0.8135858178138733,1.0232291221618652,3.944650173187256
16,128,8,2,8,0.5,16000,0.06834070384502411,0.8513219952583313,0.9862921237945557,4.308809280395508
17,128,8,2,8,0.5,17000,0.06470208615064621,0.822519063949585,0.9996840357780457,3.820296287536621
18,128,8,2,8,0.5,18000,0.06272074580192566,0.7763793468475342,1.006860613822937,4.040068626403809
19,128,8,2,8,0.5,19000,0.06131066381931305,0.744690477848053,0.9998779892921448,4.115011692047119
20,128,8,2,8,0.5,20000,0.06276438385248184,0.7774512767791748,0.995718240737915,4.024814128875732
21,128,8,2,8,0.5,21000,0.06130772829055786,0.7535068988800049,0.9955109357833862,4.014501094818115
22,128,8,2,8,0.5,22000,0.0611361525952816,0.7573894262313843,1.0133463144302368,3.779697895050049
23,128,8,2,8,0.5,23000,0.05916186422109604,0.7312343120574951,1.0138846635818481,3.817875862121582
24,128,8,2,8,0.5,24000,0.05998864397406578,0.7484596967697144,1.0031898021697998,3.7862226963043213
25,128,8,2,8,0.5,25000,0.0617261566221714,0.7758492231369019,1.0285226106643677,3.8072867393493652
26,128,8,2,8,0.5,26000,0.06374172121286392,0.8133872747421265,0.989214301109314,3.633467197418213
27,128,8,2,8,0.5,27000,0.06466025114059448,0.8299567699432373,1.0089564323425293,3.67098331451416
