,do,da,dz,db,chi,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,8,0,0,1.6415185928344727,0.9501309394836426,0.985754668712616,1.0
1,128,8,2,8,0,1000,0.11366252601146698,0.7665548920631409,0.9834470748901367,1.0
2,128,8,2,8,0,2000,0.061802398413419724,0.7767646312713623,0.9846604466438293,1.0
3,128,8,2,8,0,3000,0.05513053014874458,0.7555710673332214,0.9865857362747192,1.0
4,128,8,2,8,0,4000,0.04816770181059837,0.7528939247131348,0.9881846904754639,1.0
5,128,8,2,8,0,5000,0.048097483813762665,0.7527183890342712,0.9935687780380249,1.0
6,128,8,2,8,0,6000,0.04824119433760643,0.7515697479248047,0.998681366443634,1.0
7,128,8,2,8,0,7000,0.048293281346559525,0.7555100321769714,0.9998823404312134,1.0
8,128,8,2,8,0,8000,0.04805769398808479,0.7498900890350342,1.000218152999878,1.0
9,128,8,2,8,0,9000,0.04799208790063858,0.7493391633033752,0.9997333884239197,1.0
10,128,8,2,8,0,10000,0.04800177738070488,0.7491844296455383,1.0002466440200806,1.0
11,128,8,2,8,0,11000,0.04767763242125511,0.7471290230751038,1.0027415752410889,1.0
12,128,8,2,8,0,12000,0.0484699048101902,0.7576836943626404,0.9998062252998352,1.0
13,128,8,2,8,0,13000,0.048276372253894806,0.7546266317367554,0.9998958706855774,1.0
14,128,8,2,8,0,14000,0.048073142766952515,0.7523365020751953,1.0001697540283203,1.0
15,128,8,2,8,0,15000,0.048126332461833954,0.7521364092826843,1.00312340259552,1.0
16,128,8,2,8,0,16000,0.04810293763875961,0.749444842338562,0.9993566274642944,1.0
17,128,8,2,8,0,17000,0.048294104635715485,0.7549460530281067,1.0030157566070557,1.0
18,128,8,2,8,0,18000,0.0480324886739254,0.7517744898796082,0.9982050061225891,1.0
19,128,8,2,8,0,19000,0.04769888520240784,0.7462208271026611,0.9999772310256958,1.0
20,128,8,2,8,0,20000,0.047732215374708176,0.7459399700164795,1.0002610683441162,1.0
21,128,8,2,8,0,21000,0.048127301037311554,0.7530173063278198,1.0000650882720947,1.0
22,128,8,2,8,0,22000,0.04786006733775139,0.7491478323936462,1.0013142824172974,1.0
23,128,8,2,8,0,23000,0.047645896673202515,0.7452302575111389,0.9994084239006042,1.0
24,128,8,2,8,0,24000,0.04818034917116165,0.7522006630897522,1.0000582933425903,1.0
25,128,8,2,8,0,25000,0.04856967180967331,0.7585585713386536,0.9991219639778137,1.0
26,128,8,2,8,0,26000,0.048303790390491486,0.7529257535934448,1.001466989517212,1.0
27,128,8,2,8,0,27000,0.04774870723485947,0.7494972944259644,1.0029900074005127,1.0
28,128,8,2,8,0,28000,0.04809776693582535,0.7526583075523376,0.9999998807907104,1.0
29,128,8,2,8,0,29000,0.04771961271762848,0.7445424199104309,1.0003007650375366,1.0
30,128,8,2,8,0,30000,0.0478588305413723,0.7464783191680908,0.9995399117469788,1.0
31,128,8,2,8,0,31000,0.04826861247420311,0.7554128766059875,1.00075101852417,1.0
32,128,8,2,8,0,32000,0.047625791281461716,0.7440758943557739,0.9999446272850037,1.0
33,128,8,2,8,0,33000,0.04807105287909508,0.7509199976921082,1.002015471458435,1.0
34,128,8,2,8,0,34000,0.048162322491407394,0.7538045048713684,0.9992890357971191,1.0
35,128,8,2,8,0,35000,0.047860246151685715,0.7476557493209839,0.9984877705574036,1.0
36,128,8,2,8,0,36000,0.04838757961988449,0.7569353580474854,0.9986785054206848,1.0
37,128,8,2,8,0,37000,0.04801548272371292,0.75252366065979,0.9999572038650513,1.0
38,128,8,2,8,0,38000,0.048236653208732605,0.7537821531295776,0.9995348453521729,1.0
39,128,8,2,8,0,39000,0.04768776148557663,0.7447615265846252,0.9998208284378052,1.0
40,128,8,2,8,0,40000,0.047946590930223465,0.7496185898780823,1.0026112794876099,1.0
41,128,8,3,8,0,0,1.5853575468063354,0.893532395362854,0.97772616147995,1.0
42,128,8,3,8,0,1000,0.09925642609596252,0.6353958249092102,0.9769380688667297,1.0
43,128,8,3,8,0,2000,0.05662265792489052,0.6508957147598267,0.9757699370384216,1.0
44,128,8,3,8,0,3000,0.04545160010457039,0.6371161341667175,0.979393482208252,1.0
45,128,8,3,8,0,4000,0.040176305919885635,0.6298616528511047,0.9838908910751343,1.0
46,128,8,3,8,0,5000,0.039911288768053055,0.6223108172416687,0.9889662861824036,1.0
47,128,8,3,8,0,6000,0.04016577824950218,0.6278468370437622,0.997306764125824,1.0
48,128,8,3,8,0,7000,0.040384940803050995,0.6295067667961121,0.9968870282173157,1.0
49,128,8,3,8,0,8000,0.040246736258268356,0.6275957822799683,0.9999207854270935,1.0
50,128,8,3,8,0,9000,0.04027894511818886,0.6291617155075073,0.9998051524162292,1.0
51,128,8,3,8,0,10000,0.03995565325021744,0.6257139444351196,1.0010863542556763,1.0
52,128,8,3,8,0,11000,0.03978297859430313,0.6200562715530396,0.9998072981834412,1.0
53,128,8,3,8,0,12000,0.04000653326511383,0.6248826384544373,1.0033549070358276,1.0
54,128,8,3,8,0,13000,0.03987114503979683,0.6206457018852234,1.0008699893951416,1.0
55,128,8,3,8,0,14000,0.04016939178109169,0.6257802844047546,1.0001519918441772,1.0
56,128,8,3,8,0,15000,0.040200937539339066,0.6263492703437805,0.9984191656112671,1.0
57,128,8,3,8,0,16000,0.04019053652882576,0.6262659430503845,0.9999163150787354,1.0
58,128,8,3,8,0,17000,0.03993827477097511,0.6208305954933167,0.9999273419380188,1.0
59,128,8,3,8,0,18000,0.040237486362457275,0.6268389821052551,1.0001704692840576,1.0
