,do,da,dz,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,2,1,0.0,0,0.24138253927230835,0.992377758026123,0.9924178123474121,1.0
1,128,2,1,0.0,1000,0.01471196673810482,0.7644719481468201,0.9996351003646851,1.0
2,128,2,1,0.0,2000,0.011857477948069572,0.5072900652885437,0.9998549818992615,1.0
3,128,2,1,0.0,3000,0.008890818804502487,0.4965335428714752,1.0004514455795288,1.0
4,128,2,1,0.0,4000,0.007887647487223148,0.49851593375205994,0.999171257019043,1.0
5,128,2,1,0.0,5000,0.007806284353137016,0.49950024485588074,0.9994179606437683,1.0
6,128,2,1,0.0,6000,0.0078033641912043095,0.4994969964027405,1.000023365020752,1.0
7,128,2,1,0.0,7000,0.007790416944772005,0.498585969209671,1.0000715255737305,1.0
8,128,2,1,0.0,8000,0.007847558706998825,0.5022315382957458,0.9999723434448242,1.0
9,128,2,1,0.0,9000,0.007895329967141151,0.5053796172142029,1.0003533363342285,1.0
10,128,2,1,0.0,10000,0.007766649127006531,0.49701425433158875,1.0000886917114258,1.0
11,128,2,3,0.0,0,0.22408431768417358,0.9902054667472839,0.9765971899032593,1.0
12,128,2,3,0.0,1000,0.0051725441589951515,0.003220462240278721,1.0001405477523804,1.0
13,128,2,3,0.0,2000,1.4172435840009712e-05,7.114122269058498e-08,1.000455379486084,1.0
14,128,2,3,0.0,3000,1.351507350477732e-09,2.2802690725215458e-12,0.9998483061790466,1.0
15,128,2,3,0.0,4000,7.214976500361653e-14,4.4122919207190137e-10,0.9997368454933167,1.0
16,128,2,3,0.0,5000,7.271511321960134e-07,1.100226381822722e-05,1.000501036643982,1.0
17,128,2,3,0.0,6000,2.6858840485033397e-08,6.636535658799403e-07,1.0006084442138672,1.0
18,128,2,3,0.0,7000,1.5779863815623685e-06,4.70240629510954e-05,0.9995864033699036,1.0
19,128,2,3,0.0,8000,1.3030414720560657e-06,4.813218038179912e-05,1.0007758140563965,1.0
20,128,2,3,0.0,9000,3.7131428598513594e-06,0.0002218474546680227,1.0006470680236816,1.0
21,128,2,3,0.0,10000,8.693461495568044e-06,0.0003486157220322639,0.9999253153800964,1.0
22,128,4,3,0.0,0,0.2616192698478699,0.9898226857185364,0.9776499271392822,1.0
23,128,4,3,0.0,1000,0.017134832218289375,0.2619590759277344,0.9999788999557495,1.0
24,128,4,3,0.0,2000,0.008053361438214779,0.2501481771469116,1.0004783868789673,1.0
25,128,4,3,0.0,3000,0.007848077453672886,0.2512148916721344,0.9996629953384399,1.0
26,128,4,3,0.0,4000,0.007825558073818684,0.2504100203514099,1.0000923871994019,1.0
27,128,4,3,0.0,5000,0.007823535241186619,0.2503299117088318,1.0007637739181519,1.0
28,128,4,3,0.0,6000,0.007842768914997578,0.25101438164711,1.000144124031067,1.0
29,128,4,3,0.0,7000,0.007852201350033283,0.2512713372707367,0.9999736547470093,1.0
30,128,4,3,0.0,8000,0.007879747077822685,0.25215867161750793,0.9998065829277039,1.0
31,128,4,3,0.0,9000,0.007839913479983807,0.2508591115474701,1.0000211000442505,1.0
32,128,4,3,0.0,10000,0.007835404016077518,0.25070247054100037,1.0007346868515015,1.0
33,128,4,5,0.0,0,0.2585179805755615,0.9856603741645813,0.9610158801078796,1.0
34,128,4,5,0.0,1000,0.0019352857489138842,2.4511189621989615e-05,1.0009278059005737,1.0
35,128,4,5,0.0,2000,7.023953685347806e-07,9.088499952625284e-10,1.0010768175125122,1.0
36,128,4,5,0.0,3000,3.653763923361364e-12,1.8263767776784123e-13,0.9997618198394775,1.0
37,128,4,5,0.0,4000,4.2423845063007184e-14,2.0918384802115497e-09,0.9999926686286926,1.0
38,128,4,5,0.0,5000,5.497439526172543e-13,5.526630819652212e-10,0.9996891617774963,1.0
39,128,4,5,0.0,6000,4.1594509525566536e-07,1.1934108442801517e-05,1.0003576278686523,1.0
40,128,4,5,0.0,7000,3.9852631743997335e-05,0.000771008781157434,1.000002145767212,1.0
41,128,4,5,0.0,8000,3.3645261282799765e-05,0.0008570447680540383,0.9999806880950928,1.0
42,128,4,5,0.0,9000,2.034828139585443e-05,0.0006209943676367402,1.0001285076141357,1.0
43,128,4,5,0.0,10000,9.404672709933948e-06,0.00026113196508958936,0.9997968673706055,1.0
44,128,6,5,0.0,0,0.2481250762939453,0.9804579416910807,0.9616170525550842,1.0
45,128,6,5,0.0,1000,0.010296080261468887,0.16766490538915,0.9997704029083252,1.0
46,128,6,5,0.0,2000,0.007855472154915333,0.16767350832621256,0.9997872710227966,1.0
47,128,6,5,0.0,3000,0.007799434009939432,0.16640640298525491,0.9999828338623047,1.0
48,128,6,5,0.0,4000,0.00781402736902237,0.16671401262283325,0.9996998310089111,1.0
49,128,6,5,0.0,5000,0.00788321066647768,0.16815060377120972,1.000261902809143,1.0
50,128,6,5,0.0,6000,0.007874387316405773,0.16797353823979697,1.0005244016647339,1.0
51,128,6,5,0.0,7000,0.007804808206856251,0.16653847694396973,1.0002024173736572,1.0
52,128,6,5,0.0,8000,0.007818320766091347,0.16680379708607992,1.0002251863479614,1.0
53,128,6,5,0.0,9000,0.007824542932212353,0.16689230998357138,1.0002762079238892,1.0
54,128,6,5,0.0,10000,0.007815772667527199,0.1667542258898417,0.99994295835495,1.0
55,128,6,7,0.0,0,0.2495303452014923,0.9663235346476237,0.9464269280433655,1.0
56,128,6,7,0.0,1000,0.00021860339620616287,1.444273948436603e-06,0.9997150897979736,1.0
57,128,6,7,0.0,2000,5.1947102869265294e-11,6.184982358446259e-13,0.999932050704956,1.0
