,do,da,dz,sigma,iter,recon_loss,act_mse,obs_mse,noi_mse
0,128,8,2,0.0,0,1.6169064044952393,0.9144766926765442,0.006309149321168661,1.0
1,128,8,2,0.0,1000,0.10674894601106644,0.7518095374107361,0.02106170915067196,1.0
2,128,8,2,0.0,2000,0.06041344255208969,0.7485045194625854,0.7508184909820557,1.0
3,128,8,2,0.0,3000,0.05795491859316826,0.7464203238487244,0.8985491991043091,1.0
4,128,8,2,0.0,4000,0.05494339391589165,0.7508636713027954,0.8980266451835632,1.0
5,128,8,2,0.0,5000,0.051867030560970306,0.7525123953819275,0.8948195576667786,1.0
6,128,8,2,0.0,6000,0.049436528235673904,0.7486140727996826,0.9035754799842834,1.0
7,128,8,2,0.0,7000,0.048797719180583954,0.7520009279251099,0.9118465781211853,1.0
8,128,8,2,0.0,8000,0.04812128096818924,0.7480478286743164,0.9213364124298096,1.0
9,128,8,2,0.0,9000,0.04824245721101761,0.7498790621757507,0.9235804677009583,1.0
10,128,8,2,0.0,10000,0.048286087810993195,0.7525997161865234,0.9220864176750183,1.0
11,128,8,4,0.0,0,1.57858407497406,0.8964894413948059,0.007496217265725136,1.0
12,128,8,4,0.0,1000,0.08776146173477173,0.5021854043006897,0.058873992413282394,1.0
13,128,8,4,0.0,2000,0.057227592915296555,0.4976443648338318,0.8447974324226379,1.0
14,128,8,4,0.0,3000,0.052698954939842224,0.5006147027015686,0.8836696147918701,1.0
15,128,8,4,0.0,4000,0.046145107597112656,0.49953585863113403,0.886377215385437,1.0
16,128,8,4,0.0,5000,0.039666078984737396,0.5005220174789429,0.9008464217185974,1.0
17,128,8,4,0.0,6000,0.034981876611709595,0.5000271201133728,0.9205952882766724,1.0
18,128,8,4,0.0,7000,0.033040765672922134,0.5013429522514343,0.932827353477478,1.0
