,do,da,dz,db,sigma,iter,mask_ratio,recon_loss,act_mse,obs_mse,noi_mse
149,128,8,9,8,2.0,40000,0.01,0.22483250498771667,0.009519258514046669,1.0031638145446777,0.899973452091217
150,128,8,9,8,2.0,40000,0.05,0.21891875565052032,0.0024268138222396374,0.9890262484550476,0.8703771233558655
151,128,8,9,8,2.0,40000,0.1,0.21415109932422638,0.0023829536512494087,0.9831485748291016,0.8423354029655457
152,128,8,10,8,2.0,40000,0.0,0.045551847666502,0.7728943228721619,0.9979432821273804,0.026927746832370758
153,128,8,10,8,2.0,40000,0.01,0.18076467514038086,0.012350263074040413,0.9925224781036377,0.7369951605796814
154,128,8,10,8,2.0,40000,0.05,0.19387462735176086,0.0034640722442418337,1.0117477178573608,0.7680734395980835
155,128,8,10,8,2.0,40000,0.1,0.17768988013267517,0.0023840484209358692,1.0125353336334229,0.7140568494796753
156,128,8,11,8,2.0,40000,0.0,0.0352044478058815,0.5971583127975464,1.0081759691238403,0.022059442475438118
157,128,8,11,8,2.0,40000,0.01,0.15538828074932098,0.010569170117378235,0.9864217638969421,0.6329517364501953
158,128,8,11,8,2.0,40000,0.05,0.17613011598587036,0.0037650649901479483,0.9919655919075012,0.705844521522522
159,128,8,11,8,2.0,40000,0.1,0.1622496396303177,0.002138058189302683,0.9978957772254944,0.6431539058685303
160,128,8,12,8,2.0,40000,0.0,0.027902498841285706,0.49590495228767395,1.0038995742797852,0.022872624918818474
161,128,8,12,8,2.0,40000,0.01,0.12521356344223022,0.010817994363605976,1.0000321865081787,0.5005127191543579
162,128,8,12,8,2.0,40000,0.05,0.11546122282743454,0.002199143171310425,1.0143734216690063,0.4653303623199463
163,128,8,12,8,2.0,40000,0.1,0.12682169675827026,0.00259959208779037,1.00194251537323,0.5019656419754028
164,128,8,13,8,2.0,40000,0.0,0.02023521438241005,0.3586582839488983,0.99374920129776,0.019424740225076675
165,128,8,13,8,2.0,40000,0.01,0.09675495326519012,0.007400894071906805,0.9963423013687134,0.38379552960395813
166,128,8,13,8,2.0,40000,0.05,0.09781409800052643,0.0031422830652445555,1.0084834098815918,0.38962072134017944
167,128,8,13,8,2.0,40000,0.1,0.09660817682743073,0.002711922861635685,1.0012608766555786,0.3854428231716156
168,128,8,14,8,2.0,40000,0.0,0.013875709846615791,0.24613472819328308,0.9868218898773193,0.01516870129853487
169,128,8,14,8,2.0,40000,0.01,0.0681186094880104,0.00786319375038147,1.000497817993164,0.27089354395866394
170,128,8,14,8,2.0,40000,0.05,0.06918400526046753,0.0023930538445711136,0.9993929266929626,0.2697508931159973
171,128,8,14,8,2.0,40000,0.1,0.0690155103802681,0.0017774731386452913,1.0133628845214844,0.28168871998786926
172,128,8,15,8,2.0,40000,0.0,0.005778298247605562,0.10877257585525513,1.0184838771820068,0.009884512983262539
173,128,8,15,8,2.0,40000,0.01,0.02981894090771675,0.007163839414715767,1.0128870010375977,0.11856567859649658
174,128,8,15,8,2.0,40000,0.05,0.03040117397904396,0.0011724320938810706,0.977195143699646,0.12830452620983124
175,128,8,15,8,2.0,40000,0.1,0.029878567904233932,0.0015699377981945872,0.9901329278945923,0.1146112009882927
176,128,8,16,8,2.0,40000,0.0,6.400233542080969e-05,0.00015076535055413842,0.9895210266113281,6.162226782180369e-05
177,128,8,16,8,2.0,40000,0.01,7.969391299411654e-05,0.006883832160383463,1.003927230834961,0.0008649881347082555
178,128,8,16,8,2.0,40000,0.05,5.6990436860360205e-05,0.0007327612256631255,0.9921141862869263,0.0001752536481944844
179,128,8,16,8,2.0,40000,0.1,5.447727380669676e-05,0.00035935683990828693,1.0113946199417114,5.846401836606674e-05
